では	接続詞,*,*,*,*,*,では,デハ,デワ,i
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
自身	名詞,非自立,副詞可能,*,*,*,自身,ジシン,ジシン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
自身	名詞,非自立,副詞可能,*,*,*,自身,ジシン,ジシン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
抑え	動詞,自立,*,*,一段,未然形,抑える,オサエ,オサエ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
理性	名詞,一般,*,*,*,*,理性,リセイ,リセイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
無い	形容詞,自立,*,*,形容詞・アウオ段,基本形,無い,ナイ,ナイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
理性	名詞,一般,*,*,*,*,理性,リセイ,リセイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
こういう	連体詞,*,*,*,*,*,こういう,コウイウ,コーユウ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
迷惑	名詞,形容動詞語幹,*,*,*,*,迷惑,メイワク,メイワク,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
かける	動詞,自立,*,*,一段,基本形,かける,カケル,カケル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
理性	名詞,一般,*,*,*,*,理性,リセイ,リセイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
ああいう	連体詞,*,*,*,*,*,ああいう,アアイウ,アーユウ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
失わ	動詞,自立,*,*,五段・ワ行促音便,未然形,失う,ウシナワ,ウシナワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
あんな	連体詞,*,*,*,*,*,あんな,アンナ,アンナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
せえ	動詞,自立,*,*,サ変・スル,未然形・長音化,する,セエ,セー,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ところが	接続詞,*,*,*,*,*,ところが,トコロガ,トコロガ,s
何人	名詞,一般,*,*,*,*,何人,ナニビト,ナニビト,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
集団	名詞,一般,*,*,*,*,集団,シュウダン,シューダン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
類	名詞,一般,*,*,*,*,類,ルイ,ルイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
友	名詞,一般,*,*,*,*,友,トモ,トモ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
呼ぶ	動詞,自立,*,*,五段・バ行,基本形,呼ぶ,ヨブ,ヨブ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
おんなじ	連体詞,*,*,*,*,*,おんなじ,オンナジ,オンナジ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
発想	名詞,サ変接続,*,*,*,*,発想,ハッソウ,ハッソー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
ワイワイ	副詞,一般,*,*,*,*,ワイワイ,ワイワイ,ワイワイ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
、	記号,読点,*,*,*,*,、,、,、,s
ゆっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
たろ	助動詞,*,*,*,特殊・タ,未然形,た,タロ,タロ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
１つ	名詞,一般,*,*,*,*,１つ,ヒトツ,ヒトツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
目的	名詞,一般,*,*,*,*,目的,モクテキ,モクテキ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
見つけ	動詞,自立,*,*,一段,連用形,見つける,ミツケ,ミツケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
集団	名詞,一般,*,*,*,*,集団,シュウダン,シューダン,s
化	名詞,接尾,サ変接続,*,*,*,化,カ,カ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
しまう	動詞,非自立,*,*,五段・ワ行促音便,基本形,しまう,シマウ,シマウ,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
嬉しい	形容詞,自立,*,*,形容詞・イ段,基本形,嬉しい,ウレシイ,ウレシイ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
どうか	副詞,一般,*,*,*,*,どうか,ドウカ,ドーカ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
さっき	名詞,副詞可能,*,*,*,*,さっき,サッキ,サッキ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
品格	名詞,一般,*,*,*,*,品格,ヒンカク,ヒンカク,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
理性	名詞,一般,*,*,*,*,理性,リセイ,リセイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人間	名詞,一般,*,*,*,*,人間,ニンゲン,ニンゲン,s
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いや	動詞,非自立,*,*,一段,未然形・や挿入,いる,イヤ,イヤ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
どうも	副詞,一般,*,*,*,*,どうも,ドウモ,ドーモ,s
彼ら	名詞,代名詞,一般,*,*,*,彼ら,カレラ,カレラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
制御	名詞,サ変接続,*,*,*,*,制御,セイギョ,セイギョ,s
せえ	動詞,自立,*,*,サ変・スル,未然形・長音化,する,セエ,セー,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
まま	名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
状況	名詞,一般,*,*,*,*,状況,ジョウキョウ,ジョーキョー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
歳	名詞,一般,*,*,*,*,歳,トシ,トシ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行く	動詞,非自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
対し	動詞,自立,*,*,五段・サ行,連用形,対す,タイシ,タイシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いつ	名詞,代名詞,一般,*,*,*,いつ,イツ,イツ,s
気が付く	動詞,自立,*,*,五段・カ行イ音便,基本形,気が付く,キガツク,キガツク,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
遅い	形容詞,自立,*,*,形容詞・アウオ段,基本形,遅い,オソイ,オソイ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ハタチ	名詞,一般,*,*,*,*,ハタチ,ハタチ,ハタチ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
代	名詞,接尾,助数詞,*,*,*,代,ダイ,ダイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ああいう	連体詞,*,*,*,*,*,ああいう,アアイウ,アーユウ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
ハタチ	名詞,一般,*,*,*,*,ハタチ,ハタチ,ハタチ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,s
やめる	動詞,自立,*,*,一段,基本形,やめる,ヤメル,ヤメル,s
べき	助動詞,*,*,*,文語・ベシ,体言接続,べし,ベキ,ベキ,s
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ある程度	副詞,助詞類接続,*,*,*,*,ある程度,アルテイド,アルテイド,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
自覚	名詞,サ変接続,*,*,*,*,自覚,ジカク,ジカク,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ほしい	形容詞,自立,*,*,形容詞・イ段,基本形,ほしい,ホシイ,ホシイ,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
、	記号,読点,*,*,*,*,、,、,、,i
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あんな	連体詞,*,*,*,*,*,あんな,アンナ,アンナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
発散	名詞,サ変接続,*,*,*,*,発散,ハッサン,ハッサン,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
方法	名詞,一般,*,*,*,*,方法,ホウホウ,ホーホー,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
発散	名詞,サ変接続,*,*,*,*,発散,ハッサン,ハッサン,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
方法	名詞,一般,*,*,*,*,方法,ホウホウ,ホーホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
君	名詞,代名詞,一般,*,*,*,君,キミ,キミ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
子ども	名詞,一般,*,*,*,*,子ども,コドモ,コドモ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
土日	名詞,一般,*,*,*,*,土日,ドニチ,ドニチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
休み	名詞,一般,*,*,*,*,休み,ヤスミ,ヤスミ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー,s
一生懸命	名詞,副詞可能,*,*,*,*,一生懸命,イッショウケンメイ,イッショーケンメイ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
スポーツ	名詞,一般,*,*,*,*,スポーツ,スポーツ,スポーツ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
汗	名詞,一般,*,*,*,*,汗,アセ,アセ,s
流し	動詞,自立,*,*,五段・サ行,連用形,流す,ナガシ,ナガシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
バイク	名詞,一般,*,*,*,*,バイク,バイク,バイク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
乗っ	動詞,自立,*,*,五段・ラ行,連用タ接続,乗る,ノッ,ノッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
マフラー	名詞,一般,*,*,*,*,マフラー,マフラー,マフラー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
芯	名詞,一般,*,*,*,*,芯,シン,シン,s
ぬい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,ぬく,ヌイ,ヌイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
バリバリ	副詞,助詞類接続,*,*,*,*,バリバリ,バリバリ,バリバリ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
走っ	動詞,自立,*,*,五段・ラ行,連用タ接続,走る,ハシッ,ハシッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
ああいう	連体詞,*,*,*,*,*,ああいう,アアイウ,アーユウ,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ストレス	名詞,一般,*,*,*,*,ストレス,ストレス,ストレス,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
発散	名詞,サ変接続,*,*,*,*,発散,ハッサン,ハッサン,s
