どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
限	名詞,接尾,助数詞,*,*,*,限,ゲン,ゲン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
くる	動詞,自立,*,*,カ変・クル,基本形,くる,クル,クル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,s
にしろ	助詞,格助詞,連語,*,*,*,にしろ,ニシロ,ニシロ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
しんどかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,しんどい,シンドカッ,シンドカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
三	名詞,数,*,*,*,*,三,サン,サン,i
限	名詞,接尾,助数詞,*,*,*,限,ゲン,ゲン,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ごはん	名詞,一般,*,*,*,*,ごはん,ゴハン,ゴハン,i
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
あと	名詞,一般,*,*,*,*,あと,アト,アト,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そういえば	接続詞,*,*,*,*,*,そういえば,ソウイエバ,ソウイエバ,i
今年	名詞,副詞可能,*,*,*,*,今年,コトシ,コトシ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
夏	名詞,一般,*,*,*,*,夏,ナツ,ナツ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
どっか	副詞,一般,*,*,*,*,どっか,ドッカ,ドッカ,i
いっ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
去年	名詞,副詞可能,*,*,*,*,去年,キョネン,キョネン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
夏	名詞,一般,*,*,*,*,夏,ナツ,ナツ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
去年	名詞,副詞可能,*,*,*,*,去年,キョネン,キョネン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
夏	名詞,一般,*,*,*,*,夏,ナツ,ナツ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
沖縄	名詞,固有名詞,地域,一般,*,*,沖縄,オキナワ,オキナワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,i
おいしい	形容詞,自立,*,*,形容詞・イ段,基本形,おいしい,オイシイ,オイシイ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,s
台風	名詞,一般,*,*,*,*,台風,タイフウ,タイフー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
しかも	接続詞,*,*,*,*,*,しかも,シカモ,シカモ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
個	名詞,接尾,助数詞,*,*,*,個,コ,コ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
間	名詞,一般,*,*,*,*,間,マ,マ,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
雨	名詞,一般,*,*,*,*,雨,アメ,アメ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
一瞬	名詞,副詞可能,*,*,*,*,一瞬,イッシュン,イッシュン,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
晴れ	動詞,自立,*,*,一段,未然形,晴れる,ハレ,ハレ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
そん	連体詞,*,*,*,*,*,その,ソン,ソン,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
全力	名詞,一般,*,*,*,*,全力,ゼンリョク,ゼンリョク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
楽しん	動詞,自立,*,*,五段・マ行,連用タ接続,楽しむ,タノシン,タノシン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
後	名詞,副詞可能,*,*,*,*,後,アト,アト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
びっちょびちょ	副詞,一般,*,*,*,*,びっちょびちょ,ビッチョビチョ,ビッチョビチョ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,i
ごはん	名詞,一般,*,*,*,*,ごはん,ゴハン,ゴハン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
おいしい	形容詞,自立,*,*,形容詞・イ段,基本形,おいしい,オイシイ,オイシイ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
おいしかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,おいしい,オイシカッ,オイシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
北海道	名詞,固有名詞,地域,一般,*,*,北海道,ホッカイドウ,ホッカイドー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
北海道	名詞,固有名詞,地域,一般,*,*,北海道,ホッカイドウ,ホッカイドー,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
キャラメル	名詞,一般,*,*,*,*,キャラメル,キャラメル,キャラメル,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
っけ	助詞,終助詞,*,*,*,*,っけ,ッケ,ッケ,i
、	記号,読点,*,*,*,*,、,、,、,i
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
、	記号,読点,*,*,*,*,、,、,、,i
生	名詞,サ変接続,*,*,*,*,生,ショウ,ショー,i
キャラメル	名詞,一般,*,*,*,*,キャラメル,キャラメル,キャラメル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,白い,シロイ,シロイ,i
恋人	名詞,一般,*,*,*,*,恋人,コイビト,コイビト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう生	名詞,サ変接続,*,*,*,*,そう生,ソウセイ,ソーセイ,s
キャラメル	名詞,一般,*,*,*,*,キャラメル,キャラメル,キャラメル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
やわらかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やわらかい,ヤワラカイ,ヤワラカイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
味	名詞,一般,*,*,*,*,味,アジ,アジ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
変わら	動詞,自立,*,*,五段・ラ行,未然形,変わる,カワラ,カワラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
味	名詞,一般,*,*,*,*,味,アジ,アジ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
変わら	動詞,自立,*,*,五段・ラ行,未然形,変わる,カワラ,カワラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
、	記号,読点,*,*,*,*,、,、,、,i
溶け	動詞,自立,*,*,一段,連用形,溶ける,トケ,トケ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,i
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
生	名詞,形容動詞語幹,*,*,*,*,生,ナマ,ナマ,i
キャラメル	名詞,一般,*,*,*,*,キャラメル,キャラメル,キャラメル,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
やわらかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やわらかい,ヤワラカイ,ヤワラカイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なくっ	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナクッ,ナクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
いやー	感動詞,*,*,*,*,*,いやー,イヤー,イヤー,i
、	記号,読点,*,*,*,*,、,、,、,i
やわらかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やわらかい,ヤワラカイ,ヤワラカイ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
なく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
味	名詞,一般,*,*,*,*,味,アジ,アジ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
形	名詞,一般,*,*,*,*,形,カタチ,カタチ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
色	名詞,一般,*,*,*,*,色,イロ,イロ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
形	名詞,一般,*,*,*,*,形,カタチ,カタチ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
色	名詞,一般,*,*,*,*,色,イロ,イロ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
なぞ	助詞,副助詞,*,*,*,*,なぞ,ナゾ,ナゾ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
高い	形容詞,自立,*,*,形容詞・アウオ段,基本形,高い,タカイ,タカイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
高い	形容詞,自立,*,*,形容詞・アウオ段,基本形,高い,タカイ,タカイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,白い,シロイ,シロイ,s
恋人	名詞,一般,*,*,*,*,恋人,コイビト,コイビト,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
おいしかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,おいしい,オイシカッ,オイシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
、	記号,読点,*,*,*,*,、,、,、,i
普通	副詞,助詞類接続,*,*,*,*,普通,フツウ,フツー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ふつう	副詞,助詞類接続,*,*,*,*,ふつう,フツウ,フツー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
おみやげ	名詞,一般,*,*,*,*,おみやげ,オミヤゲ,オミヤゲ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
み	動詞,自立,*,*,一段,連用形,みる,ミ,ミ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
印象	名詞,一般,*,*,*,*,印象,インショウ,インショー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
残る	動詞,自立,*,*,五段・ラ行,基本形,残る,ノコル,ノコル,i
ほど	名詞,非自立,副詞可能,*,*,*,ほど,ホド,ホド,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
味	名詞,一般,*,*,*,*,味,アジ,アジ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,s
、	記号,読点,*,*,*,*,、,、,、,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ふつう	副詞,助詞類接続,*,*,*,*,ふつう,フツウ,フツー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ラングドシャー	名詞,固有名詞,一般,*,*,*,ラングドシャー,ラングドシャー,ラングドシャー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
三田	名詞,固有名詞,地域,一般,*,*,三田,ミタ,ミタ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
三田	名詞,固有名詞,地域,一般,*,*,三田,ミタ,ミタ,i
、	記号,読点,*,*,*,*,、,、,、,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
三田	名詞,固有名詞,人名,姓,*,*,三田,ミタ,ミタ,i
ロール	名詞,サ変接続,*,*,*,*,ロール,ロール,ロール,i
ケーキ	名詞,一般,*,*,*,*,ケーキ,ケーキ,ケーキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
小山	名詞,一般,*,*,*,*,小山,コヤマ,コヤマ,s
ロール	名詞,サ変接続,*,*,*,*,ロール,ロール,ロール,s
、	記号,読点,*,*,*,*,、,、,、,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
っけ	助詞,終助詞,*,*,*,*,っけ,ッケ,ッケ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
こっから	助詞,格助詞・縮約形,一般,*,*,*,ここから,コッカラ,コッカラ,i
遠い	形容詞,自立,*,*,形容詞・アウオ段,基本形,遠い,トオイ,トーイ,i
かんじ	名詞,一般,*,*,*,*,かんじ,カンジ,カンジ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
市内	名詞,一般,*,*,*,*,市内,イチナイ,イチナイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
はずれ	名詞,一般,*,*,*,*,はずれ,ハズレ,ハズレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
、	記号,読点,*,*,*,*,、,、,、,i
やから	接続詞,*,*,*,*,*,やから,ヤカラ,ヤカラ,i
、	記号,読点,*,*,*,*,、,、,、,i
こっから	助詞,格助詞・縮約形,一般,*,*,*,ここから,コッカラ,コッカラ,i
いく	動詞,自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,i
