ふん	感動詞,*,*,*,*,*,ふん,フン,フン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
クラス	名詞,接尾,助数詞,*,*,*,クラス,クラス,クラス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,i
六	名詞,数,*,*,*,*,六,ロク,ロク,i
クラス	名詞,接尾,助数詞,*,*,*,クラス,クラス,クラス,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ほー	感動詞,*,*,*,*,*,ほー,ホー,ホー,i
ほー	感動詞,*,*,*,*,*,ほー,ホー,ホー,i
ほー	感動詞,*,*,*,*,*,ほー,ホー,ホー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,i
六	名詞,数,*,*,*,*,六,ロク,ロク,i
クラス	名詞,接尾,助数詞,*,*,*,クラス,クラス,クラス,i
、	記号,読点,*,*,*,*,、,、,、,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
九	名詞,数,*,*,*,*,九,キュウ,キュー,i
クラス	名詞,接尾,助数詞,*,*,*,クラス,クラス,クラス,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
噂	名詞,サ変接続,*,*,*,*,噂,ウワサ,ウワサ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
部員	名詞,一般,*,*,*,*,部員,ブイン,ブイン,s
、	記号,読点,*,*,*,*,、,、,、,s
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
クラス	名詞,接尾,助数詞,*,*,*,クラス,クラス,クラス,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人数	名詞,一般,*,*,*,*,人数,ニンズウ,ニンズー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何人	名詞,一般,*,*,*,*,何人,ナニビト,ナニビト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
教室	名詞,一般,*,*,*,*,教室,キョウシツ,キョーシツ,i
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,i
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,i
きつきつ	副詞,一般,*,*,*,*,きつきつ,キツキツ,キツキツ,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めちゃ	副詞,一般,*,*,*,*,めちゃ,メチャ,メチャ,i
きつい	形容詞,自立,*,*,形容詞・アウオ段,基本形,きつい,キツイ,キツイ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
再開	名詞,サ変接続,*,*,*,*,再開,サイカイ,サイカイ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
っけ	助詞,終助詞,*,*,*,*,っけ,ッケ,ッケ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,i
終わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,終わる,オワッ,オワッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,i
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
よし	感動詞,*,*,*,*,*,よし,ヨシ,ヨシ,i
、	記号,読点,*,*,*,*,、,、,、,i
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
修学旅行	名詞,一般,*,*,*,*,修学旅行,シュウガクリョコウ,シューガクリョコー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
松本	名詞,固有名詞,地域,一般,*,*,松本,マツモト,マツモト,i
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
饅頭	名詞,一般,*,*,*,*,饅頭,マンジュウ,マンジュー,i
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
定	名詞,一般,*,*,*,*,定,ジョウ,ジョー,s
時制	名詞,一般,*,*,*,*,時制,ジセイ,ジセイ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
普通	副詞,助詞類接続,*,*,*,*,普通,フツウ,フツー,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユー,s
全日	名詞,副詞可能,*,*,*,*,全日,ゼンジツ,ゼンジツ,s
制	名詞,接尾,一般,*,*,*,制,セイ,セイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
、	記号,読点,*,*,*,*,、,、,、,s
経験	名詞,サ変接続,*,*,*,*,経験,ケイケン,ケイケン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
たとえば	接続詞,*,*,*,*,*,たとえば,タトエバ,タトエバ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
、	記号,読点,*,*,*,*,、,、,、,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
勉学	名詞,サ変接続,*,*,*,*,勉学,ベンガク,ベンガク,s
励む	動詞,自立,*,*,五段・マ行,基本形,励む,ハゲム,ハゲム,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ようけ	副詞,一般,*,*,*,*,よけい,ヨウケ,ヨーケ,s
おっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
手伝い	名詞,一般,*,*,*,*,手伝い,テツダイ,テツダイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ゆっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,i
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やり	動詞,自立,*,*,五段・ラ行,連用形,やる,ヤリ,ヤリ,s
もって	副詞,助詞類接続,*,*,*,*,もって,モッテ,モッテ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はあ	感動詞,*,*,*,*,*,はあ,ハア,ハー,i
はあ	感動詞,*,*,*,*,*,はあ,ハア,ハー,i
はあ	感動詞,*,*,*,*,*,はあ,ハア,ハー,i
はあ	感動詞,*,*,*,*,*,はあ,ハア,ハー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
修学旅行	名詞,一般,*,*,*,*,修学旅行,シュウガクリョコウ,シューガクリョコー,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
修学旅行	名詞,一般,*,*,*,*,修学旅行,シュウガクリョコウ,シューガクリョコー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
また	接続詞,*,*,*,*,*,また,マタ,マタ,s
松本	名詞,固有名詞,地域,一般,*,*,松本,マツモト,マツモト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
また	接続詞,*,*,*,*,*,また,マタ,マタ,i
松本	名詞,固有名詞,地域,一般,*,*,松本,マツモト,マツモト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,すごい,スゴカッ,スゴカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
明石	名詞,固有名詞,地域,一般,*,*,明石,アカシ,アカシ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
バス	名詞,一般,*,*,*,*,バス,バス,バス,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
、	記号,読点,*,*,*,*,、,、,、,i
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,i
、	記号,読点,*,*,*,*,、,、,、,i
かかっ	動詞,自立,*,*,五段・ラ行,連用タ接続,かかる,カカッ,カカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
三泊	名詞,固有名詞,一般,*,*,*,三泊,サントマリ,サントマリ,s
四日	名詞,副詞可能,*,*,*,*,四日,ヨッカ,ヨッカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
泊	名詞,接尾,助数詞,*,*,*,泊,ハク,ハク,s
四日	名詞,副詞可能,*,*,*,*,四日,ヨッカ,ヨッカ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
時間	名詞,接尾,助数詞,*,*,*,時間,ジカン,ジカン,i
かかっ	動詞,自立,*,*,五段・ラ行,連用タ接続,かかる,カカッ,カカッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なかなか	副詞,助詞類接続,*,*,*,*,なかなか,ナカナカ,ナカナカ,s
面白かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,面白い,オモシロカッ,オモシロカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
バス	名詞,一般,*,*,*,*,バス,バス,バス,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,i
何時	名詞,代名詞,一般,*,*,*,何時,イツ,イツ,i
集合	名詞,サ変接続,*,*,*,*,集合,シュウゴウ,シューゴー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
八時	名詞,一般,*,*,*,*,八時,ハチジ,ハチジ,s
集合	名詞,サ変接続,*,*,*,*,集合,シュウゴウ,シューゴー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
着い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,着く,ツイ,ツイ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
夕方	名詞,副詞可能,*,*,*,*,夕方,ユウガタ,ユーガタ,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
もって	副詞,助詞類接続,*,*,*,*,もって,モッテ,モッテ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
岐阜	名詞,固有名詞,地域,一般,*,*,岐阜,ギフ,ギフ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
信州	名詞,固有名詞,地域,一般,*,*,信州,シンシュウ,シンシュー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほとんど	副詞,一般,*,*,*,*,ほとんど,ホトンド,ホトンド,s
一周	名詞,サ変接続,*,*,*,*,一周,イッシュウ,イッシュー,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
新幹線	名詞,一般,*,*,*,*,新幹線,シンカンセン,シンカンセン,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
いっ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
電車	名詞,一般,*,*,*,*,電車,デンシャ,デンシャ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
電車	名詞,一般,*,*,*,*,電車,デンシャ,デンシャ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
おー	感動詞,*,*,*,*,*,おー,オー,オー,s
、	記号,読点,*,*,*,*,、,、,、,s
西明石	名詞,固有名詞,地域,一般,*,*,西明石,ニシアカシ,ニシアカシ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
、	記号,読点,*,*,*,*,、,、,、,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
バス	名詞,一般,*,*,*,*,バス,バス,バス,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
西明石	名詞,固有名詞,地域,一般,*,*,西明石,ニシアカシ,ニシアカシ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
貸し切り	名詞,一般,*,*,*,*,貸し切り,カシキリ,カシキリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
電車	名詞,一般,*,*,*,*,電車,デンシャ,デンシャ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
松本	名詞,固有名詞,地域,一般,*,*,松本,マツモト,マツモト,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
修学旅行	名詞,一般,*,*,*,*,修学旅行,シュウガクリョコウ,シューガクリョコー,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
