一本	名詞,固有名詞,地域,一般,*,*,一本,イッポン,イッポン,s
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
そない	副詞,一般,*,*,*,*,そない,ソナイ,ソナイ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
良	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,良い,ヨ,ヨ,s
すぎ	動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
死ん	動詞,自立,*,*,五段・ナ行,連用タ接続,死ぬ,シン,シン,s
だっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋ある,ダッ,ダッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
勝手	名詞,一般,*,*,*,*,勝手,カッテ,カッテ,i
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そない	副詞,一般,*,*,*,*,そない,ソナイ,ソナイ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
たもつ	感動詞,*,*,*,*,*,たもつ,タモツ,タモツ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
、	記号,読点,*,*,*,*,、,、,、,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
日	名詞,一般,*,*,*,*,日,ヒ,ヒ,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
いっぺん	名詞,副詞可能,*,*,*,*,いっぺん,イッペン,イッペン,s
、	記号,読点,*,*,*,*,、,、,、,s
また	接続詞,*,*,*,*,*,また,マタ,マタ,s
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー,s
いっ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
世	名詞,一般,*,*,*,*,世,ヨ,ヨ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
付け	動詞,自立,*,*,一段,連用形,付ける,ツケ,ツケ,s
たっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋ある,タッ,タッ,s
たん	名詞,一般,*,*,*,*,たん,タン,タン,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
教え	名詞,一般,*,*,*,*,教え,オシエ,オシエ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
き	動詞,自立,*,*,一段,連用形,きる,キ,キ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
かおる	名詞,固有名詞,人名,名,*,*,かおる,カオル,カオル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
漢字	名詞,一般,*,*,*,*,漢字,カンジ,カンジ,i
一文字	名詞,一般,*,*,*,*,一文字,ヒトモジ,ヒトモジ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
読み方	名詞,一般,*,*,*,*,読み方,ヨミカタ,ヨミカタ,i
三つ	名詞,一般,*,*,*,*,三つ,ミッツ,ミッツ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
揃い	名詞,一般,*,*,*,*,揃い,ソロイ,ソロイ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
字	名詞,接尾,助数詞,*,*,*,字,ジ,ジ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
字	名詞,接尾,助数詞,*,*,*,字,ジ,ジ,s
じゃ	助詞,終助詞,*,*,*,*,じゃ,ジャ,ジャ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
兄弟	名詞,一般,*,*,*,*,兄弟,キョウダイ,キョーダイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
武勇	名詞,一般,*,*,*,*,武勇,ブユウ,ブユー,s
、	記号,読点,*,*,*,*,、,、,、,s
勇ましく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,勇ましい,イサマシク,イサマシク,s
、	記号,読点,*,*,*,*,、,、,、,s
保つ	動詞,自立,*,*,五段・タ行,基本形,保つ,タモツ,タモツ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
よそ	名詞,代名詞,一般,*,*,*,よそ,ヨソ,ヨソ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
就活	名詞,サ変接続,*,*,*,*,就活,シュウカツ,シューカツ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
同	名詞,一般,*,*,*,*,同,ドウ,ドー,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
会場	名詞,一般,*,*,*,*,会場,カイジョウ,カイジョー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
子	名詞,一般,*,*,*,*,子,コ,コ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
、	記号,読点,*,*,*,*,、,、,、,i
勇	名詞,固有名詞,人名,名,*,*,勇,ユウ,ユー,i
君	名詞,接尾,人名,*,*,*,君,クン,クン,i
、	記号,読点,*,*,*,*,、,、,、,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,i
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
勇	名詞,固有名詞,人名,名,*,*,勇,ユウ,ユー,i
君	名詞,接尾,人名,*,*,*,君,クン,クン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
孫悟空	名詞,固有名詞,一般,*,*,*,孫悟空,ソンゴクウ,ソンゴクー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
悟空	名詞,固有名詞,人名,名,*,*,悟空,悟空,悟空,i
君	名詞,接尾,人名,*,*,*,君,クン,クン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
可哀想	名詞,形容動詞語幹,*,*,*,*,可哀想,カワイソウ,カワイソー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
と	助詞,格助詞,引用,*,*,*,と,ト,ト,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
、	記号,読点,*,*,*,*,、,、,、,i
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,i
キラキラ	副詞,助詞類接続,*,*,*,*,キラキラ,キラキラ,キラキラ,i
ネーム	名詞,一般,*,*,*,*,ネーム,ネーム,ネーム,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
キラキラ	副詞,助詞類接続,*,*,*,*,キラキラ,キラキラ,キラキラ,i
ネーム	名詞,一般,*,*,*,*,ネーム,ネーム,ネーム,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
、	記号,読点,*,*,*,*,、,、,、,i
珍し	形容詞,自立,*,*,形容詞・イ段,ガル接続,珍しい,メズラシ,メズラシ,i
すぎ	動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
話題	名詞,一般,*,*,*,*,話題,ワダイ,ワダイ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
へえ	感動詞,*,*,*,*,*,へえ,ヘエ,ヘー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
、	記号,読点,*,*,*,*,、,、,、,i
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
、	記号,読点,*,*,*,*,、,、,、,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
大人	名詞,一般,*,*,*,*,大人,オトナ,オトナ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
いける	動詞,自立,*,*,一段,基本形,いける,イケル,イケル,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
判断	名詞,サ変接続,*,*,*,*,判断,ハンダン,ハンダン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
、	記号,読点,*,*,*,*,、,、,、,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
後	名詞,副詞可能,*,*,*,*,後,アト,アト,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
括弧	名詞,サ変接続,*,*,*,*,括弧,カッコ,カッコ,i
四	名詞,数,*,*,*,*,四,ヨン,ヨン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
つける	動詞,自立,*,*,一段,基本形,つける,ツケル,ツケル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
じゃ	助動詞,*,*,*,特殊・ジャ,基本形,じゃ,ジャ,ジャ,s
そりゃ	名詞,代名詞・縮約形,*,*,*,*,それは,ソリャ,ソリャ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,i
、	記号,読点,*,*,*,*,、,、,、,i
キティちゃん	名詞,固有名詞,一般,*,*,*,キティちゃん,キティチャン,キティチャン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,i
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,i
おん	動詞,自立,*,*,五段・ラ行撥音便,基本形,おる,オン,オン,i
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
キティちゃん	名詞,固有名詞,一般,*,*,*,キティちゃん,キティチャン,キティチャン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
、	記号,読点,*,*,*,*,、,、,、,i
高瀬	名詞,固有名詞,人名,姓,*,*,高瀬,タカセ,タカセ,i
キティ	名詞,固有名詞,一般,*,*,*,キティ,キティ,キティ,i
括弧	名詞,サ変接続,*,*,*,*,括弧,カッコ,カッコ,i
四	名詞,数,*,*,*,*,四,ヨン,ヨン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
違和感	名詞,一般,*,*,*,*,違和感,イワカン,イワカン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
なけれ	助動詞,*,*,*,特殊・ナイ,仮定形,ない,ナケレ,ナケレ,i
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,i
、	記号,読点,*,*,*,*,、,、,、,i
どうぞ	感動詞,*,*,*,*,*,どうぞ,ドウゾ,ドーゾ,i
、	記号,読点,*,*,*,*,、,、,、,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
小杉	名詞,固有名詞,地域,一般,*,*,小杉,コスギ,コスギ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ううん	感動詞,*,*,*,*,*,ううん,ウウン,ウーン,i
、	記号,読点,*,*,*,*,、,、,、,i
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほう	感動詞,*,*,*,*,*,ほう,ホウ,ホー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
呼び名	名詞,一般,*,*,*,*,呼び名,ヨビナ,ヨビナ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,i
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
人間	名詞,一般,*,*,*,*,人間,ニンゲン,ニンゲン,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
ミルク	名詞,固有名詞,人名,名,*,*,ミルク,ミルク,ミルク,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,s
、	記号,読点,*,*,*,*,、,、,、,s
そうか	感動詞,*,*,*,*,*,そうか,ソウカ,ソーカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
もちろん	副詞,一般,*,*,*,*,もちろん,モチロン,モチロン,i
、	記号,読点,*,*,*,*,、,、,、,i
ラブ	名詞,固有名詞,人名,名,*,*,ラブ,ラブ,ラブ,i
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,i
て	助詞,格助詞,引用,*,*,*,て,テ,テ,i
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
保育	名詞,サ変接続,*,*,*,*,保育,ホイク,ホイク,i
所	名詞,接尾,一般,*,*,*,所,ショ,ショ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
知り合い	名詞,一般,*,*,*,*,知り合い,シリアイ,シリアイ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
ミルク	名詞,一般,*,*,*,*,ミルク,ミルク,ミルク,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
て	助詞,格助詞,引用,*,*,*,て,テ,テ,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
光	名詞,固有名詞,人名,名,*,*,光,ヒカル,ヒカル,s
