お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
インタビュー	名詞,サ変接続,*,*,*,*,インタビュー,インタビュー,インタビュー,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
はる	動詞,非自立,*,*,五段・ラ行,基本形,はる,ハル,ハル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ごてごて	副詞,一般,*,*,*,*,ごてごて,ゴテゴテ,ゴテゴテ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
発音	名詞,サ変接続,*,*,*,*,発音,ハツオン,ハツオン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
ごてごて	副詞,一般,*,*,*,*,ごてごて,ゴテゴテ,ゴテゴテ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
寒い	形容詞,自立,*,*,形容詞・アウオ段,基本形,寒い,サムイ,サムイ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
こんなん	名詞,一般,副詞可能,*,*,*,こんなん,コンナン,コンナン,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
イントネーション	名詞,一般,*,*,*,*,イントネーション,イントネーション,イントネーション,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
食べん	動詞,自立,*,*,一段撥音便,基本形,食べる,タベン,タベン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おお	感動詞,*,*,*,*,*,おお,オオ,オー,s
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
、	記号,読点,*,*,*,*,、,、,、,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
たまに	副詞,一般,*,*,*,*,たまに,タマニ,タマニ,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
ゴリ	名詞,一般,*,*,*,*,ゴリ,ゴリ,ゴリ,i
ゴリ	名詞,一般,*,*,*,*,ゴリ,ゴリ,ゴリ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
関西	名詞,固有名詞,地域,一般,*,*,関西,カンサイ,カンサイ,i
弁	名詞,接尾,一般,*,*,*,弁,ベン,ベン,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,i
じゃ	助詞,格助詞,連語,*,*,*,じゃ,ジャ,ジャ,i
使わ	動詞,自立,*,*,五段・ワ行促音便,未然形,使う,ツカワ,ツカワ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言葉	名詞,一般,*,*,*,*,言葉,コトバ,コトバ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
「	記号,括弧開,*,*,*,*,「,「,「,i
かまへん	感動詞,*,*,*,*,*,かまへん,カマヘン,カマヘン,i
かまへん	感動詞,*,*,*,*,*,かまへん,カマヘン,カマヘン,i
」	記号,括弧閉,*,*,*,*,」,」,」,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
「	記号,括弧開,*,*,*,*,「,「,「,s
かまへん	感動詞,*,*,*,*,*,かまへん,カマヘン,カマヘン,s
かまへん	感動詞,*,*,*,*,*,かまへん,カマヘン,カマヘン,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
、	記号,読点,*,*,*,*,、,、,、,i
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
使わ	動詞,自立,*,*,五段・ワ行促音便,未然形,使う,ツカワ,ツカワ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,i
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,i
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
鶏肉	名詞,一般,*,*,*,*,鶏肉,ケイニク,ケイニク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,s
て	助詞,格助詞,連語,*,*,*,て,テ,テ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
店	名詞,一般,*,*,*,*,店,ミセ,ミセ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
鶏肉	名詞,一般,*,*,*,*,鶏肉,ケイニク,ケイニク,s
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,i
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,i
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,s
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
、	記号,読点,*,*,*,*,、,、,、,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
月ケ瀬	名詞,固有名詞,地域,一般,*,*,月ケ瀬,ツキガセ,ツキガセ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
あっち	名詞,代名詞,一般,*,*,*,あっち,アッチ,アッチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
柳生	名詞,固有名詞,人名,姓,*,*,柳生,ヤギュウ,ヤギュー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
弁	名詞,接尾,一般,*,*,*,弁,ベン,ベン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
弁	名詞,接尾,一般,*,*,*,弁,ベン,ベン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あん	動詞,非自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
鶏肉	名詞,一般,*,*,*,*,鶏肉,ケイニク,ケイニク,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
使わ	動詞,自立,*,*,五段・ワ行促音便,未然形,使う,ツカワ,ツカワ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
かしわ	名詞,一般,*,*,*,*,かしわ,カシワ,カシワ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
、	記号,読点,*,*,*,*,、,、,、,i
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,i
わざわざ	副詞,助詞類接続,*,*,*,*,わざわざ,ワザワザ,ワザワザ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
わざわざ	副詞,助詞類接続,*,*,*,*,わざわざ,ワザワザ,ワザワザ,i
ゆわ	動詞,自立,*,*,五段・ワ行促音便,未然形,いう,イワ,ユワ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほか	名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
鶏肉	名詞,一般,*,*,*,*,鶏肉,ケイニク,ケイニク,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,i
難儀	名詞,サ変接続,*,*,*,*,難儀,ナンギ,ナンギ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
」	記号,括弧閉,*,*,*,*,」,」,」,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
さ	副詞,助詞類接続,*,*,*,*,さ,サ,サ,i
富雄	名詞,固有名詞,地域,一般,*,*,富雄,トミオ,トミオ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
難儀	名詞,サ変接続,*,*,*,*,難儀,ナンギ,ナンギ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
富雄	名詞,固有名詞,地域,一般,*,*,富雄,トミオ,トミオ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
困っ	動詞,自立,*,*,五段・ラ行,連用タ接続,困る,コマッ,コマッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
訛る	動詞,自立,*,*,五段・ラ行,基本形,訛る,ナマル,ナマル,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
富雄	名詞,固有名詞,地域,一般,*,*,富雄,トミオ,トミオ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
れっきとした	連体詞,*,*,*,*,*,れっきとした,レッキトシタ,レッキトシタ,s
あっち	名詞,代名詞,一般,*,*,*,あっち,アッチ,アッチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
どっか	名詞,代名詞,一般,*,*,*,どっか,ドッカ,ドッカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
弁	名詞,接尾,一般,*,*,*,弁,ベン,ベン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
コテコテ	副詞,一般,*,*,*,*,コテコテ,コテコテ,コテコテ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
、	記号,読点,*,*,*,*,、,、,、,i
コテ	名詞,一般,*,*,*,*,コテ,コテ,コテ,i
コテ	名詞,一般,*,*,*,*,コテ,コテ,コテ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
かて	助詞,係助詞,*,*,*,*,かて,カテ,カテ,s
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
