何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
直す	動詞,自立,*,*,五段・サ行,基本形,直す,ナオス,ナオス,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょ	接頭詞,名詞接続,*,*,*,*,ちょう,チョ,チョ,s
、	記号,読点,*,*,*,*,、,、,、,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
直し	動詞,自立,*,*,五段・サ行,連用形,直す,ナオシ,ナオシ,s
とい	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続・縮約形,て＋おく,トイ,トイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
片づけ	動詞,自立,*,*,一段,連用形,片づける,カタヅケ,カタズケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
片づけ	動詞,自立,*,*,一段,連用形,片づける,カタヅケ,カタズケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
単語	名詞,一般,*,*,*,*,単語,タンゴ,タンゴ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
イントネーション	名詞,一般,*,*,*,*,イントネーション,イントネーション,イントネーション,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
直す	動詞,自立,*,*,五段・サ行,基本形,直す,ナオス,ナオス,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
通じ	動詞,自立,*,*,一段,未然形,通じる,ツウジ,ツージ,s
ひん	助動詞,*,*,*,特殊・ナイ,基本形・母音調和,へん,ヒン,ヒン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ゆえ	動詞,自立,*,*,一段,未然形,いえる,ユエ,ユエ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
疲れ	動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ,s
ちゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう,チャッ,チャッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
疲れ	動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ,s
ちゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう,チャッ,チャッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
、	記号,読点,*,*,*,*,、,、,、,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
疲れ	動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ,s
ちゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう,チャッ,チャッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
イメージ	名詞,サ変接続,*,*,*,*,イメージ,イメージ,イメージ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はー	感動詞,*,*,*,*,*,はー,ハア,ハー,s
、	記号,読点,*,*,*,*,、,、,、,s
しんど	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,しんどい,シンド,シンド,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ニュアンス	名詞,一般,*,*,*,*,ニュアンス,ニュアンス,ニュアンス,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
伝わら	動詞,自立,*,*,五段・ラ行,未然形,伝わる,ツタワラ,ツタワラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
この先	名詞,副詞可能,*,*,*,*,この先,コノサキ,コノサキ,i
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
この先	名詞,副詞可能,*,*,*,*,この先,コノサキ,コノサキ,s
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
新た	名詞,形容動詞語幹,*,*,*,*,新た,アラタ,アラタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ええ	感動詞,*,*,*,*,*,ええ,エエ,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
歳	名詞,一般,*,*,*,*,歳,トシ,トシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
歳	名詞,一般,*,*,*,*,歳,トシ,トシ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
、	記号,読点,*,*,*,*,、,、,、,i
四	名詞,数,*,*,*,*,四,ヨン,ヨン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
、	記号,読点,*,*,*,*,、,、,、,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,i
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
わー	助詞,終助詞,*,*,*,*,わ,ワア,ワー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
七	名詞,数,*,*,*,*,七,ナナ,ナナ,s
、	記号,読点,*,*,*,*,、,、,、,s
倍	名詞,一般,*,*,*,*,倍,バイ,バイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
みい	動詞,非自立,*,*,一段,命令k,見る,ミイ,ミー,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
九	名詞,数,*,*,*,*,九,キュウ,キュー,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,s
では	助詞,接続助詞,*,*,*,*,では,デハ,デワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いやー	感動詞,*,*,*,*,*,いやー,イヤー,イヤー,s
、	記号,読点,*,*,*,*,、,、,、,s
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
宝くじ	名詞,一般,*,*,*,*,宝くじ,タカラクジ,タカラクジ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
大金	名詞,一般,*,*,*,*,大金,タイキン,タイキン,s
当て	動詞,自立,*,*,一段,連用形,当てる,アテ,アテ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
わー	助詞,終助詞,*,*,*,*,わ,ワア,ワー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
老後	名詞,一般,*,*,*,*,老後,ロウゴ,ローゴ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
不安	名詞,形容動詞語幹,*,*,*,*,不安,フアン,フアン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
いる	動詞,自立,*,*,五段・ラ行,基本形,いる,イル,イル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
なあ	感動詞,*,*,*,*,*,なー,ナア,ナー,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
億	名詞,接尾,助数詞,*,*,*,億,オク,オク,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
ありゃ	動詞,自立,*,*,五段・ラ行,仮定縮約１,ある,アリャ,アリャ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
いろんな	連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン,s
、	記号,読点,*,*,*,*,、,、,、,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
なく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
いやー	感動詞,*,*,*,*,*,いやー,イヤー,イヤー,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
、	記号,読点,*,*,*,*,、,、,、,s
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
日々	名詞,副詞可能,*,*,*,*,日々,ヒビ,ヒビ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
追わ	動詞,自立,*,*,五段・ワ行促音便,未然形,追う,オワ,オワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
先	名詞,一般,*,*,*,*,先,サキ,サキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
あんま	副詞,助詞類接続・縮約形,*,*,*,*,あんまり,アンマ,アンマ,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日々	名詞,副詞可能,*,*,*,*,日々,ヒビ,ヒビ,s
生き	動詞,自立,*,*,一段,連用形,生きる,イキ,イキ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
精いっぱい	名詞,副詞可能,*,*,*,*,精いっぱい,セイイッパイ,セイイッパイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
四	名詞,数,*,*,*,*,四,ヨン,ヨン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
七	名詞,数,*,*,*,*,七,ナナ,ナナ,i
、	記号,読点,*,*,*,*,、,、,、,i
あと	名詞,一般,*,*,*,*,あと,アト,アト,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
三	名詞,数,*,*,*,*,三,サン,サン,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
まぁ	感動詞,*,*,*,*,*,まぁ,マァ,マー,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
定年	名詞,一般,*,*,*,*,定年,テイネン,テイネン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
定年	名詞,一般,*,*,*,*,定年,テイネン,テイネン,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれる	動詞,非自立,*,*,一段・クレル,基本形,くれる,クレル,クレル,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
、	記号,読点,*,*,*,*,、,、,、,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
ちゃんと	副詞,一般,*,*,*,*,ちゃんと,チャント,チャント,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
まま	名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
社長	名詞,一般,*,*,*,*,社長,シャチョウ,シャチョー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
クビ	名詞,一般,*,*,*,*,クビ,クビ,クビ,s
きら	動詞,自立,*,*,五段・ラ行,未然形,きる,キラ,キラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
頼ん	動詞,自立,*,*,五段・マ行,連用タ接続,頼む,タノン,タノン,s
だら	助動詞,*,*,*,特殊・タ,仮定形,だ,ダラ,ダラ,s
、	記号,読点,*,*,*,*,、,、,、,s
七	名詞,数,*,*,*,*,七,ナナ,ナナ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
勤め	動詞,自立,*,*,一段,連用形,勤める,ツトメ,ツトメ,s
さし	動詞,接尾,*,*,五段・サ行,連用形,さす,サシ,サシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれる	動詞,非自立,*,*,一段・クレル,基本形,くれる,クレル,クレル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いやー	感動詞,*,*,*,*,*,いやー,イヤー,イヤー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あれ	動詞,自立,*,*,五段・ラ行,仮定形,ある,アレ,アレ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
、	記号,読点,*,*,*,*,、,、,、,s
