始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
後ろ	名詞,一般,*,*,*,*,後ろ,ウシロ,ウシロ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
踊る	動詞,自立,*,*,五段・ラ行,基本形,踊る,オドル,オドル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
ライブ	名詞,一般,*,*,*,*,ライブ,ライブ,ライブ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
踊る	動詞,自立,*,*,五段・ラ行,基本形,踊る,オドル,オドル,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
テレビ	名詞,一般,*,*,*,*,テレビ,テレビ,テレビ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
映り	動詞,自立,*,*,五段・ラ行,連用形,映る,ウツリ,ウツリ,i
まくり	動詞,非自立,*,*,五段・ラ行,連用形,まくる,マクリ,マクリ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
テレビ	名詞,一般,*,*,*,*,テレビ,テレビ,テレビ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ワンマン	名詞,一般,*,*,*,*,ワンマン,ワンマン,ワンマン,s
ライブ	名詞,一般,*,*,*,*,ライブ,ライブ,ライブ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
安室	名詞,固有名詞,人名,姓,*,*,安室,アムロ,アムロ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
バックダンサー	名詞,一般,*,*,*,*,バックダンサー,バックダンサー,バックダンサー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
安室	名詞,固有名詞,人名,姓,*,*,安室,アムロ,アムロ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,i
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,i
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
安室	名詞,固有名詞,人名,姓,*,*,安室,アムロ,アムロ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
大好き	名詞,形容動詞語幹,*,*,*,*,大好き,ダイスキ,ダイスキ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
バックダンサー	名詞,一般,*,*,*,*,バックダンサー,バックダンサー,バックダンサー,s
やり	動詞,自立,*,*,五段・ラ行,連用形,やる,ヤリ,ヤリ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ライブ	名詞,一般,*,*,*,*,ライブ,ライブ,ライブ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
安室	名詞,固有名詞,人名,姓,*,*,安室,アムロ,アムロ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
みる	動詞,自立,*,*,一段,基本形,みる,ミル,ミル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
、	記号,読点,*,*,*,*,、,、,、,s
ダンサー	名詞,一般,*,*,*,*,ダンサー,ダンサー,ダンサー,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
ちゃう	動詞,非自立,*,*,五段・ワ行促音便,基本形,ちゃう,チャウ,チャウ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
かっこいい	形容詞,自立,*,*,不変化型,基本形,かっこいい,カッコイイ,カッコイー,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
目立た	動詞,自立,*,*,五段・タ行,未然形,目立つ,メダタ,メダタ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
引き立て	動詞,自立,*,*,一段,連用形,引き立てる,ヒキタテ,ヒキタテ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ダンサー	名詞,一般,*,*,*,*,ダンサー,ダンサー,ダンサー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
安室	名詞,固有名詞,人名,姓,*,*,安室,アムロ,アムロ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
そっくり	副詞,助詞類接続,*,*,*,*,そっくり,ソックリ,ソックリ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
ちっさい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっさい,チッサイ,チッサイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
顔立ち	名詞,一般,*,*,*,*,顔立ち,カオダチ,カオダチ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
にとって	助詞,格助詞,連語,*,*,*,にとって,ニトッテ,ニトッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
ダンサー	名詞,一般,*,*,*,*,ダンサー,ダンサー,ダンサー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,i
やれ	動詞,自立,*,*,五段・ラ行,仮定形,やる,ヤレ,ヤレ,i
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
芸能	名詞,一般,*,*,*,*,芸能,ゲイノウ,ゲイノー,i
界	名詞,接尾,一般,*,*,*,界,カイ,カイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
うまかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,うまい,ウマカッ,ウマカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
インスタ	名詞,一般,*,*,*,*,インスタ,インスタ,インスタ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
フォロー	名詞,サ変接続,*,*,*,*,フォロー,フォロー,フォロー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
見	動詞,非自立,*,*,一段,連用形,見る,ミ,ミ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
TLC	名詞,固有名詞,一般,*,*,*,TLC,TLC,TLC,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
TRF	名詞,固有名詞,一般,*,*,*,TRF,TRF,TRF,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ちがう	感動詞,*,*,*,*,*,ちがう,チガウ,チガウ,s
ちがう	感動詞,*,*,*,*,*,ちがう,チガウ,チガウ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
海外	名詞,一般,*,*,*,*,海外,カイガイ,カイガイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
TLC	名詞,固有名詞,一般,*,*,*,TLC,TLC,TLC,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
合っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,合う,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人組	名詞,接尾,助数詞,*,*,*,人組,ニングミ,ニングミ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
TLC	名詞,固有名詞,一般,*,*,*,TLC,TLC,TLC,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人組	名詞,接尾,助数詞,*,*,*,人組,ニングミ,ニングミ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
黒人	名詞,一般,*,*,*,*,黒人,コクジン,コクジン,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
売れ	動詞,自立,*,*,一段,連用形,売れる,ウレ,ウレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
っ	感動詞,*,*,*,*,*,っ,ッ,ッ,s
ちゃ	助詞,接続助詞,*,*,*,*,ちゃ,チャ,チャ,s
売れ	動詞,自立,*,*,一段,連用形,売れる,ウレ,ウレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
売れ	動詞,自立,*,*,一段,連用形,売れる,ウレ,ウレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ライブ	名詞,一般,*,*,*,*,ライブ,ライブ,ライブ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
踊っ	動詞,自立,*,*,五段・ラ行,連用タ接続,踊る,オドッ,オドッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
かっこよく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,かっこよい,カッコヨク,カッコヨク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー,i
曲	名詞,接尾,助数詞,*,*,*,曲,キョク,キョク,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
もともと	副詞,助詞類接続,*,*,*,*,もともと,モトモト,モトモト,s
、	記号,読点,*,*,*,*,、,、,、,s
アメリカ	名詞,固有名詞,地域,一般,*,*,アメリカ,アメリカ,アメリカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
らしく	助動詞,*,*,*,形容詞・イ段,連用テ接続,らしい,ラシク,ラシク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そっち	名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
色々	副詞,助詞類接続,*,*,*,*,色々,イロイロ,イロイロ,s
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
ダンサー	名詞,一般,*,*,*,*,ダンサー,ダンサー,ダンサー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
日本	名詞,固有名詞,地域,一般,*,*,日本,ニッポン,ニッポン,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
安室	名詞,固有名詞,人名,姓,*,*,安室,アムロ,アムロ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
バック	名詞,一般,*,*,*,*,バック,バック,バック,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
踊っ	動詞,自立,*,*,五段・ラ行,連用タ接続,踊る,オドッ,オドッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
また	接続詞,*,*,*,*,*,また,マタ,マタ,s
アメリカ	名詞,固有名詞,地域,一般,*,*,アメリカ,アメリカ,アメリカ,s
戻っ	動詞,自立,*,*,五段・ラ行,連用タ接続,戻る,モドッ,モドッ,s
ちゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう,チャッ,チャッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
戻っ	動詞,自立,*,*,五段・ラ行,連用タ接続,戻る,モドッ,モドッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
瞬間	名詞,副詞可能,*,*,*,*,瞬間,シュンカン,シュンカン,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
アーティスト	名詞,一般,*,*,*,*,アーティスト,アーティスト,アーティスト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
バックダンサー	名詞,一般,*,*,*,*,バックダンサー,バックダンサー,バックダンサー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
英語	名詞,一般,*,*,*,*,英語,エイゴ,エイゴ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
できん	動詞,自立,*,*,一段撥音便,基本形,できる,デキン,デキン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
