緊張	名詞,サ変接続,*,*,*,*,緊張,キンチョウ,キンチョー,s
悪い	形容詞,自立,*,*,形容詞・アウオ段,基本形,悪い,ワルイ,ワルイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,i
と	助詞,並立助詞,*,*,*,*,と,ト,ト,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
一致	名詞,サ変接続,*,*,*,*,一致,イッチ,イッチ,i
せえ	動詞,自立,*,*,サ変・スル,未然形・長音化,する,セエ,セー,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
自体	名詞,一般,*,*,*,*,自体,ジタイ,ジタイ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一致	名詞,サ変接続,*,*,*,*,一致,イッチ,イッチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
問題	名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
こ	動詞,非自立,*,*,カ変・クル,未然形,くる,コ,コ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
人間	名詞,一般,*,*,*,*,人間,ニンゲン,ニンゲン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
1	名詞,数,*,*,*,*,*,*,*,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
李	名詞,固有名詞,人名,姓,*,*,李,リ,リ,i
くん	名詞,接尾,人名,*,*,*,くん,クン,クン,i
でしょ	助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
李	名詞,固有名詞,人名,姓,*,*,李,リ,リ,i
シフォン	名詞,固有名詞,人名,名,*,*,シフォン,シフォン,シフォン,i
君	名詞,接尾,人名,*,*,*,君,クン,クン,i
、	記号,読点,*,*,*,*,、,、,、,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ありがとう	感動詞,*,*,*,*,*,ありがとう,アリガトウ,アリガトー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おれ	名詞,代名詞,一般,*,*,*,おれ,オレ,オレ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
頭	名詞,一般,*,*,*,*,頭,アタマ,アタマ,s
悪い	形容詞,自立,*,*,形容詞・アウオ段,基本形,悪い,ワルイ,ワルイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いやいやいや	感動詞,*,*,*,*,*,いやいやいや,イヤイヤイヤ,イヤイヤイヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
頭	名詞,一般,*,*,*,*,頭,アタマ,アタマ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
例外	名詞,一般,*,*,*,*,例外,レイガイ,レイガイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
覚えれ	動詞,自立,*,*,一段・可能,未然形,覚えれる,オボエレ,オボエレ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,i
覚え	動詞,自立,*,*,一段,未然形,覚える,オボエ,オボエ,i
にくい	形容詞,非自立,*,*,形容詞・アウオ段,基本形,にくい,ニクイ,ニクイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
レベル	名詞,一般,*,*,*,*,レベル,レベル,レベル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
自体	名詞,一般,*,*,*,*,自体,ジタイ,ジタイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
覚えれ	動詞,自立,*,*,一段・可能,未然形,覚えれる,オボエレ,オボエレ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
こんな	名詞,形容動詞語幹,*,*,*,*,こんな,コンナ,コンナ,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナン,ナン,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
覚えれる	動詞,自立,*,*,一段・可能,基本形,覚えれる,オボエレル,オボエレル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
1	名詞,数,*,*,*,*,*,*,*,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
覚えれ	動詞,自立,*,*,一段・可能,未然形,覚えれる,オボエレ,オボエレ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
人	名詞,接尾,一般,*,*,*,人,ジン,ジン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
覚えれ	動詞,自立,*,*,一段・可能,未然形,覚えれる,オボエレ,オボエレ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
多く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,多い,オオク,オーク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
苗字	名詞,一般,*,*,*,*,苗字,ミョウジ,ミョージ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
ちゃう	動詞,非自立,*,*,五段・ワ行促音便,基本形,ちゃう,チャウ,チャウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
キム	名詞,固有名詞,人名,姓,*,*,キム,キム,キム,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
多く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,多い,オオク,オーク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
苗字	名詞,一般,*,*,*,*,苗字,ミョウジ,ミョージ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
苗字	名詞,一般,*,*,*,*,苗字,ミョウジ,ミョージ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
下	名詞,一般,*,*,*,*,下,シタ,シタ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
苗字	名詞,一般,*,*,*,*,苗字,ミョウジ,ミョージ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,i
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だいたい	副詞,一般,*,*,*,*,だいたい,ダイタイ,ダイタイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,i
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
ちゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう,チャッ,チャッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
、	記号,読点,*,*,*,*,、,、,、,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ごめん	感動詞,*,*,*,*,*,ごめん,ゴメン,ゴメン,s
、	記号,読点,*,*,*,*,、,、,、,s
黙っ	動詞,自立,*,*,五段・ラ行,連用タ接続,黙る,ダマッ,ダマッ,s
とく	動詞,非自立,*,*,五段・カ行イ音便,基本形・縮約形,て＋おく,トク,トク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
黙っ	動詞,自立,*,*,五段・ラ行,連用タ接続,黙る,ダマッ,ダマッ,s
とく	動詞,非自立,*,*,五段・カ行イ音便,基本形・縮約形,て＋おく,トク,トク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ごめんなさい	感動詞,*,*,*,*,*,ごめんなさい,ゴメンナサイ,ゴメンナサイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
忙しい	形容詞,自立,*,*,形容詞・イ段,基本形,忙しい,イソガシイ,イソガシイ,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
、	記号,読点,*,*,*,*,、,、,、,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
聞く	動詞,自立,*,*,五段・カ行イ音便,基本形,聞く,キク,キク,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
、	記号,読点,*,*,*,*,、,、,、,i
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,i
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,i
ちゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう,チャッ,チャッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
、	記号,読点,*,*,*,*,、,、,、,i
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,i
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
恋人	名詞,一般,*,*,*,*,恋人,コイビト,コイビト,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
振ら	動詞,自立,*,*,五段・ラ行,未然形,振る,フラ,フラ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
、	記号,読点,*,*,*,*,、,、,、,i
もしくは	接続詞,*,*,*,*,*,もしくは,モシクハ,モシクワ,i
振っ	動詞,自立,*,*,五段・ラ行,連用タ接続,振る,フッ,フッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
どういう	連体詞,*,*,*,*,*,どういう,ドウイウ,ドーユウ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
、	記号,読点,*,*,*,*,、,、,、,s
彼女	名詞,代名詞,一般,*,*,*,彼女,カノジョ,カノジョ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
関学生	名詞,一般,*,*,*,*,関学生,カンガクセイ,カンガクセイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,i
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
おなじ	連体詞,*,*,*,*,*,おなじ,オナジ,オナジ,s
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
出会っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,出会う,デアッ,デアッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
素敵	名詞,形容動詞語幹,*,*,*,*,素敵,ステキ,ステキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
、	記号,読点,*,*,*,*,、,、,、,s
会っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,会う,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,s
、	記号,読点,*,*,*,*,、,、,、,s
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
超	接頭詞,形容詞接続,*,*,*,*,超,チョウ,チョー,s
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
適当	名詞,形容動詞語幹,*,*,*,*,適当,テキトウ,テキトー,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
