お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
とりあえず	副詞,助詞類接続,*,*,*,*,とりあえず,トリアエズ,トリアエズ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
ほかに	副詞,一般,*,*,*,*,ほかに,ホカニ,ホカニ,i
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
帰り	動詞,自立,*,*,五段・ラ行,連用形,帰る,カエリ,カエリ,i
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
戻っ	動詞,自立,*,*,五段・ラ行,連用タ接続,戻る,モドッ,モドッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,i
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
お菓子	名詞,一般,*,*,*,*,お菓子,オカシ,オカシ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,i
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
おいしい	形容詞,自立,*,*,形容詞・イ段,基本形,おいしい,オイシイ,オイシイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
デザート	名詞,一般,*,*,*,*,デザート,デザート,デザート,s
系	名詞,一般,*,*,*,*,系,ケイ,ケイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おいしい	形容詞,自立,*,*,形容詞・イ段,基本形,おいしい,オイシイ,オイシイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
普段	名詞,副詞可能,*,*,*,*,普段,フダン,フダン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
食べれる	動詞,自立,*,*,一段・可能,基本形,食べれる,タベレル,タベレル,s
、	記号,読点,*,*,*,*,、,、,、,s
お菓子	名詞,一般,*,*,*,*,お菓子,オカシ,オカシ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
甘い	形容詞,自立,*,*,形容詞・アウオ段,基本形,甘い,アマイ,アマイ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
辛い	形容詞,自立,*,*,形容詞・アウオ段,基本形,辛い,カライ,カライ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
辛い	形容詞,自立,*,*,形容詞・アウオ段,基本形,辛い,カライ,カライ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
しょっぱい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しょっぱい,ショッパイ,ショッパイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そっち	名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おいしい	形容詞,自立,*,*,形容詞・イ段,基本形,おいしい,オイシイ,オイシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
甘い	形容詞,自立,*,*,形容詞・アウオ段,基本形,甘い,アマイ,アマイ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
お菓子	名詞,一般,*,*,*,*,お菓子,オカシ,オカシ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
甘い	形容詞,自立,*,*,形容詞・アウオ段,基本形,甘い,アマイ,アマイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
いろんな	連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ,i
味	名詞,一般,*,*,*,*,味,アジ,アジ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
挑戦	名詞,サ変接続,*,*,*,*,挑戦,チョウセン,チョーセン,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
チョコレート	名詞,一般,*,*,*,*,チョコレート,チョコレート,チョコレート,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
クッキー	名詞,一般,*,*,*,*,クッキー,クッキー,クッキー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ほとんど	副詞,一般,*,*,*,*,ほとんど,ホトンド,ホトンド,s
甘い	形容詞,自立,*,*,形容詞・アウオ段,基本形,甘い,アマイ,アマイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
甘い	形容詞,自立,*,*,形容詞・アウオ段,基本形,甘い,アマイ,アマイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
甘い	形容詞,自立,*,*,形容詞・アウオ段,基本形,甘い,アマイ,アマイ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
直接	名詞,副詞可能,*,*,*,*,直接,チョクセツ,チョクセツ,s
食べれる	動詞,自立,*,*,一段・可能,基本形,食べれる,タベレル,タベレル,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
辛い	形容詞,自立,*,*,形容詞・アウオ段,基本形,辛い,カライ,カライ,s
お菓子	名詞,一般,*,*,*,*,お菓子,オカシ,オカシ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,i
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
戻る	動詞,自立,*,*,五段・ラ行,基本形,戻る,モドル,モドル,i
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
あげよ	動詞,非自立,*,*,一段,未然ウ接続,あげる,アゲヨ,アゲヨ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
、	記号,読点,*,*,*,*,、,、,、,s
化粧	名詞,サ変接続,*,*,*,*,化粧,ケショウ,ケショー,s
品	名詞,接尾,助数詞,*,*,*,品,ヒン,ヒン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
、	記号,読点,*,*,*,*,、,、,、,i
化粧	名詞,サ変接続,*,*,*,*,化粧,ケショウ,ケショー,i
品	名詞,接尾,助数詞,*,*,*,品,ヒン,ヒン,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
化粧	名詞,サ変接続,*,*,*,*,化粧,ケショウ,ケショー,s
品	名詞,接尾,助数詞,*,*,*,品,ヒン,ヒン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
、	記号,読点,*,*,*,*,、,、,、,s
薬	名詞,一般,*,*,*,*,薬,クスリ,クスリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
化粧	名詞,サ変接続,*,*,*,*,化粧,ケショウ,ケショー,s
品	名詞,接尾,助数詞,*,*,*,品,ヒン,ヒン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
売っ	動詞,自立,*,*,五段・ラ行,連用タ接続,売る,ウッ,ウッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
、	記号,読点,*,*,*,*,、,、,、,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
人気者	名詞,一般,*,*,*,*,人気者,ニンキモノ,ニンキモノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ご飯	名詞,一般,*,*,*,*,ご飯,ゴハン,ゴハン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,i
もっ	動詞,自立,*,*,五段・タ行,連用タ接続,もつ,モッ,モッ,i
て	助詞,格助詞,連語,*,*,*,て,テ,テ,i
帰ら	動詞,自立,*,*,五段・ラ行,未然形,帰る,カエラ,カエラ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
、	記号,読点,*,*,*,*,、,、,、,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
おいしい	形容詞,自立,*,*,形容詞・イ段,基本形,おいしい,オイシイ,オイシイ,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
お菓子	名詞,一般,*,*,*,*,お菓子,オカシ,オカシ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
土産	名詞,一般,*,*,*,*,土産,ミヤゲ,ミヤゲ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
両方	名詞,一般,*,*,*,*,両方,リョウホウ,リョーホー,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
たまに	副詞,一般,*,*,*,*,たまに,タマニ,タマニ,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
後ろ	名詞,一般,*,*,*,*,後ろ,ウシロ,ウシロ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
留学	名詞,サ変接続,*,*,*,*,留学,リュウガク,リューガク,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
つもり	名詞,非自立,一般,*,*,*,つもり,ツモリ,ツモリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
荷物	名詞,一般,*,*,*,*,荷物,ニモツ,ニモツ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
調味	名詞,サ変接続,*,*,*,*,調味,チョウミ,チョーミ,s
料	名詞,接尾,一般,*,*,*,料,リョウ,リョー,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
お菓子	名詞,一般,*,*,*,*,お菓子,オカシ,オカシ,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
返事	名詞,サ変接続,*,*,*,*,返事,ヘンジ,ヘンジ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほか	名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
