木村	名詞,固有名詞,人名,姓,*,*,木村,キムラ,キムラ,s
ペンション	名詞,一般,*,*,*,*,ペンション,ペンション,ペンション,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ご飯	名詞,一般,*,*,*,*,ご飯,ゴハン,ゴハン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
用意	名詞,サ変接続,*,*,*,*,用意,ヨウイ,ヨーイ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
せ	動詞,自立,*,*,サ変・スル,未然形特殊,する,セ,セ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
そっ	名詞,代名詞,一般,*,*,*,そっ,ソッ,ソッ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
いや	名詞,形容動詞語幹,*,*,*,*,いや,イヤ,イヤ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
九時	名詞,一般,*,*,*,*,九時,クジ,クジ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
始まる	動詞,自立,*,*,五段・ラ行,基本形,始まる,ハジマル,ハジマル,s
ポプリ	名詞,一般,*,*,*,*,ポプリ,ポプリ,ポプリ,s
づくり	名詞,接尾,一般,*,*,*,づくり,ヅクリ,ズクリ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
しかも	接続詞,*,*,*,*,*,しかも,シカモ,シカモ,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
風呂	名詞,一般,*,*,*,*,風呂,フロ,フロ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
後	名詞,副詞可能,*,*,*,*,後,アト,アト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
EOS
意味	名詞,サ変接続,*,*,*,*,意味,イミ,イミ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
終わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,終わる,オワッ,オワッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
入ら	動詞,自立,*,*,五段・ラ行,未然形,入る,ハイラ,ハイラ,s
し	動詞,接尾,*,*,五段・サ行,連用形,す,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ください	動詞,非自立,*,*,五段・ラ行特殊,連用形,くださる,クダサイ,クダサイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
パジャマ	名詞,一般,*,*,*,*,パジャマ,パジャマ,パジャマ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
髪の毛	名詞,一般,*,*,*,*,髪の毛,カミノケ,カミノケ,s
濡れ	動詞,自立,*,*,一段,連用形,濡れる,ヌレ,ヌレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
参加	名詞,サ変接続,*,*,*,*,参加,サンカ,サンカ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
不思議	名詞,形容動詞語幹,*,*,*,*,不思議,フシギ,フシギ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
、	記号,読点,*,*,*,*,、,、,、,i
ポプリ	名詞,一般,*,*,*,*,ポプリ,ポプリ,ポプリ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ど	副詞,助詞類接続・縮約形,*,*,*,*,どう,ド,ド,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
つくん	動詞,自立,*,*,五段・ラ行撥音便,基本形,つくる,ツクン,ツクン,i
のん	助詞,終助詞,*,*,*,*,のん,ノン,ノン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ラベンダー	名詞,一般,*,*,*,*,ラベンダー,ラベンダー,ラベンダー,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
乾燥	名詞,サ変接続,*,*,*,*,乾燥,カンソウ,カンソー,s
させ	動詞,自立,*,*,一段,連用形,させる,サセ,サセ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
辺	名詞,一般,*,*,*,*,辺,ヘン,ヘン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
、	記号,読点,*,*,*,*,、,、,、,i
生え	動詞,自立,*,*,一段,連用形,生える,ハエ,ハエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
生え	動詞,自立,*,*,一段,連用形,生える,ハエ,ハエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
ってか	接続詞,*,*,*,*,*,ってか,ッテカ,ッテカ,s
、	記号,読点,*,*,*,*,、,、,、,s
植え	動詞,自立,*,*,一段,連用形,植える,ウエ,ウエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
ラベンダー	名詞,一般,*,*,*,*,ラベンダー,ラベンダー,ラベンダー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
去年	名詞,副詞可能,*,*,*,*,去年,キョネン,キョネン,s
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
干し	動詞,自立,*,*,五段・サ行,連用形,干す,ホシ,ホシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
が	接続詞,*,*,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
香り	名詞,一般,*,*,*,*,香り,カオリ,カオリ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
きく	名詞,一般,*,*,*,*,きく,キク,キク,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
花	名詞,一般,*,*,*,*,花,ハナ,ハナ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
ぶわー	感動詞,*,*,*,*,*,ぶわー,ブワー,ブワー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どんどん	副詞,助詞類接続,*,*,*,*,どんどん,ドンドン,ドンドン,s
取る	動詞,自立,*,*,五段・ラ行,基本形,取る,トル,トル,s
作業	名詞,サ変接続,*,*,*,*,作業,サギョウ,サギョー,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
たまっ	動詞,自立,*,*,五段・ラ行,連用タ接続,たまる,タマッ,タマッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
布袋	名詞,一般,*,*,*,*,布袋,ホテイ,ホテイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
入れ	動詞,自立,*,*,一段,連用形,入れる,イレ,イレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
リボン	名詞,一般,*,*,*,*,リボン,リボン,リボン,s
つけ	動詞,自立,*,*,一段,連用形,つける,ツケ,ツケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
おしまい	名詞,一般,*,*,*,*,おしまい,オシマイ,オシマイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
要は	副詞,一般,*,*,*,*,要は,ヨウハ,ヨーワ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
終わる	動詞,自立,*,*,五段・ラ行,基本形,終わる,オワル,オワル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
いえ	感動詞,*,*,*,*,*,いえ,イエ,イエ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
ペンション	名詞,一般,*,*,*,*,ペンション,ペンション,ペンション,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ユース	名詞,一般,*,*,*,*,ユース,ユース,ユース,s
ホテル	名詞,一般,*,*,*,*,ホテル,ホテル,ホテル,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
名残	名詞,一般,*,*,*,*,名残,ナゴリ,ナゴリ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
泊まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,泊まる,トマッ,トマッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
顔	名詞,接尾,一般,*,*,*,顔,ガオ,ガオ,s
合わせ	動詞,自立,*,*,一段,連用形,合わせる,アワセ,アワセ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
しゃべり	動詞,自立,*,*,五段・ラ行,連用形,しゃべる,シャベリ,シャベリ,s
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,s
ましょ	助動詞,*,*,*,特殊・マス,未然ウ接続,ます,マショ,マショ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
北海道	名詞,固有名詞,地域,一般,*,*,北海道,ホッカイドウ,ホッカイドー,s
、	記号,読点,*,*,*,*,、,、,、,s
富良野	名詞,固有名詞,地域,一般,*,*,富良野,フラノ,フラノ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
ばっかり	助詞,副助詞,*,*,*,*,ばっかり,バッカリ,バッカリ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,s
、	記号,読点,*,*,*,*,、,、,、,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
会話	名詞,サ変接続,*,*,*,*,会話,カイワ,カイワ,s
入れ	動詞,自立,*,*,一段,未然形,入れる,イレ,イレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン,i
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,i
参加	名詞,サ変接続,*,*,*,*,参加,サンカ,サンカ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
のん	名詞,非自立,一般,*,*,*,のん,ノン,ノン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
くる	動詞,自立,*,*,カ変・クル,基本形,くる,クル,クル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
ラッキー	名詞,形容動詞語幹,*,*,*,*,ラッキー,ラッキー,ラッキー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
こお	動詞,自立,*,*,カ変・クル,未然形・長音化,くる,コオ,コー,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
まま	名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ,s
寝れる	動詞,自立,*,*,一段・可能,基本形,寝れる,ネレル,ネレル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
くる	動詞,自立,*,*,カ変・クル,基本形,くる,クル,クル,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
よー	助詞,終助詞,*,*,*,*,よー,ヨー,ヨー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
組	名詞,接尾,助数詞,*,*,*,組,クミ,クミ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー,s
楽	名詞,形容動詞語幹,*,*,*,*,楽,ラク,ラク,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
大雨	名詞,一般,*,*,*,*,大雨,オオアメ,オーアメ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
降っ	動詞,自立,*,*,五段・ラ行,連用タ接続,降る,フッ,フッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
、	記号,読点,*,*,*,*,、,、,、,s
急	名詞,一般,*,*,*,*,急,キュウ,キュー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ばーん	副詞,一般,*,*,*,*,ばーん,バーン,バーン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そしたら	接続詞,*,*,*,*,*,そしたら,ソシタラ,ソシタラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ライダー	名詞,一般,*,*,*,*,ライダー,ライダー,ライダー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
バイク	名詞,一般,*,*,*,*,バイク,バイク,バイク,s
乗っ	動詞,自立,*,*,五段・ラ行,連用タ接続,乗る,ノッ,ノッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
回っ	動詞,自立,*,*,五段・ラ行,連用タ接続,回る,マワッ,マワッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
運転	名詞,サ変接続,*,*,*,*,運転,ウンテン,ウンテン,s
でき	動詞,自立,*,*,一段,未然形,できる,デキ,デキ,s
ひん	助動詞,*,*,*,特殊・ナイ,基本形・母音調和,へん,ヒン,ヒン,s
