ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,i
？	記号,一般,*,*,*,*,？,？,？,s
EOS
それでも	接続詞,*,*,*,*,*,それでも,ソレデモ,ソレデモ,i
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,i
早口	名詞,一般,*,*,*,*,早口,ハヤクチ,ハヤクチ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
で	助詞,終助詞,*,*,*,*,で,デ,デ,i
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
滑舌	名詞,一般,*,*,*,*,滑舌,カツゼツ,カツゼツ,s
悪い	形容詞,自立,*,*,形容詞・アウオ段,基本形,悪い,ワルイ,ワルイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
滑舌	名詞,一般,*,*,*,*,滑舌,カツゼツ,カツゼツ,i
悪い	形容詞,自立,*,*,形容詞・アウオ段,基本形,悪い,ワルイ,ワルイ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
マイ	名詞,固有名詞,人名,名,*,*,マイ,マイ,マイ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,i
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
、	記号,読点,*,*,*,*,、,、,、,i
早口	名詞,一般,*,*,*,*,早口,ハヤクチ,ハヤクチ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
会話	名詞,サ変接続,*,*,*,*,会話,カイワ,カイワ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
笑っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,笑う,ワラッ,ワラッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
全く	副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク,s
聞き取れ	動詞,自立,*,*,一段,未然形,聞き取れる,キキトレ,キキトレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
とき	名詞,非自立,一般,*,*,*,とき,トキ,トキ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
、	記号,読点,*,*,*,*,、,、,、,i
三	名詞,数,*,*,*,*,三,サン,サン,i
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,i
聞き	動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,i
直し	動詞,非自立,*,*,五段・サ行,連用形,直す,ナオシ,ナオシ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
怒っ	動詞,自立,*,*,五段・ラ行,連用タ接続,怒る,オコッ,オコッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
オチ	名詞,一般,*,*,*,*,オチ,オチ,オチ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
いっ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
聞き返す	動詞,自立,*,*,五段・サ行,基本形,聞き返す,キキカエス,キキカエス,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
全く	副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク,s
聞き取れ	動詞,自立,*,*,一段,未然形,聞き取れる,キキトレ,キキトレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
、	記号,読点,*,*,*,*,、,、,、,s
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ぜんぜん	副詞,一般,*,*,*,*,ぜんぜん,ゼンゼン,ゼンゼン,s
聞き取れ	動詞,自立,*,*,一段,未然形,聞き取れる,キキトレ,キキトレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
聞き取れ	動詞,自立,*,*,一段,未然形,聞き取れる,キキトレ,キキトレ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
しゃべる	動詞,自立,*,*,五段・ラ行,基本形,しゃべる,シャベル,シャベル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
聞き取れ	動詞,自立,*,*,一段,未然形,聞き取れる,キキトレ,キキトレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なみ	名詞,固有名詞,人名,名,*,*,なみ,ナミ,ナミ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
声	名詞,一般,*,*,*,*,声,コエ,コエ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
聞き取れる	動詞,自立,*,*,一段,基本形,聞き取れる,キキトレル,キキトレル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
高い	形容詞,自立,*,*,形容詞・アウオ段,基本形,高い,タカイ,タカイ,i
で	助詞,終助詞,*,*,*,*,で,デ,デ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
高音	名詞,一般,*,*,*,*,高音,コウオン,コーオン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
世代	名詞,一般,*,*,*,*,世代,セダイ,セダイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
耳	名詞,一般,*,*,*,*,耳,ミミ,ミミ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
高音	名詞,一般,*,*,*,*,高音,コウオン,コーオン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
聞き取れ	動詞,自立,*,*,一段,連用形,聞き取れる,キキトレ,キキトレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
低音	名詞,一般,*,*,*,*,低音,テイオン,テイオン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
聞き取れ	動詞,自立,*,*,五段・ラ行,未然形・母音調和,聞き取る,キキトレ,キキトレ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,i
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,i
低音	名詞,一般,*,*,*,*,低音,テイオン,テイオン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,i
、	記号,読点,*,*,*,*,、,、,、,i
とりあえず	副詞,助詞類接続,*,*,*,*,とりあえず,トリアエズ,トリアエズ,i
聞き取り	動詞,自立,*,*,五段・ラ行,連用形,聞き取る,キキトリ,キキトリ,i
にくい	形容詞,非自立,*,*,形容詞・アウオ段,基本形,にくい,ニクイ,ニクイ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
声	名詞,一般,*,*,*,*,声,コエ,コエ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
全く	副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク,s
聞き取れ	動詞,自立,*,*,一段,未然形,聞き取れる,キキトレ,キキトレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
余計	名詞,形容動詞語幹,*,*,*,*,余計,ヨケイ,ヨケイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
キレ	動詞,自立,*,*,一段,連用形,キレる,キレ,キレ,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
下	名詞,一般,*,*,*,*,下,シタ,シタ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
、	記号,読点,*,*,*,*,、,、,、,i
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
一	名詞,数,*,*,*,*,一,イチ,イチ,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
で	助詞,終助詞,*,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ちがう	感動詞,*,*,*,*,*,ちがう,チガウ,チガウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
パスタ	名詞,一般,*,*,*,*,パスタ,パスタ,パスタ,i
屋	名詞,接尾,一般,*,*,*,屋,ヤ,ヤ,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,s
、	記号,読点,*,*,*,*,、,、,、,s
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
前田	名詞,固有名詞,地域,一般,*,*,前田,マエタ,マエタ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
暇	名詞,形容動詞語幹,*,*,*,*,暇,ヒマ,ヒマ,s
無い	助動詞,*,*,*,形容詞・イ段,基本形,無い,ナイ,ナイ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まぁ	副詞,一般,*,*,*,*,まあ,マア,マー,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
北村	名詞,固有名詞,地域,一般,*,*,北村,キタムラ,キタムラ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
北村	名詞,固有名詞,地域,一般,*,*,北村,キタムラ,キタムラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,i
ズートピア	名詞,固有名詞,一般,*,*,*,ズートピア,ズートピア,ズートピア,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
「	記号,括弧開,*,*,*,*,「,「,「,i
面白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
しまっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,i
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
動物	名詞,一般,*,*,*,*,動物,ドウブツ,ドーブツ,i
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
頑張っ	動詞,自立,*,*,五段・ラ行,連用タ接続,頑張る,ガンバッ,ガンバッ,i
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
全く	副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク,i
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,i
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
、	記号,読点,*,*,*,*,、,、,、,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
、	記号,読点,*,*,*,*,、,、,、,i
六	名詞,数,*,*,*,*,六,ロク,ロク,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
四	名詞,数,*,*,*,*,四,ヨン,ヨン,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
主演	名詞,サ変接続,*,*,*,*,主演,シュエン,シュエン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
世代	名詞,一般,*,*,*,*,世代,セダイ,セダイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
佐藤	名詞,固有名詞,人名,姓,*,*,佐藤,サトウ,サトー,s
幸一	名詞,固有名詞,人名,名,*,*,幸一,コウイチ,コーイチ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
佐藤	名詞,固有名詞,人名,姓,*,*,佐藤,サトウ,サトー,i
幸一	名詞,固有名詞,人名,名,*,*,幸一,コウイチ,コーイチ,i
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,i
濃い	形容詞,自立,*,*,形容詞・アウオ段,基本形,濃い,コイ,コイ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
