名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
真ん中	名詞,一般,*,*,*,*,真ん中,マンナカ,マンナカ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
真ん中	名詞,一般,*,*,*,*,真ん中,マンナカ,マンナカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
、	記号,読点,*,*,*,*,、,、,、,s
K-POP	名詞,一般,*,*,*,*,K-POP,K-POP,K-POP,s
、	記号,読点,*,*,*,*,、,、,、,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
凄い	副詞,一般,*,*,*,*,凄い,スゴイ,スゴイ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
K-POP	名詞,一般,*,*,*,*,K-POP,K-POP,K-POP,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ドラマ	名詞,一般,*,*,*,*,ドラマ,ドラマ,ドラマ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
興味	名詞,一般,*,*,*,*,興味,キョウミ,キョーミ,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
、	記号,読点,*,*,*,*,、,、,、,s
第	接頭詞,名詞接続,*,*,*,*,第,ダイ,ダイ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
第	接頭詞,名詞接続,*,*,*,*,第,ダイ,ダイ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
外国	名詞,一般,*,*,*,*,外国,ガイコク,ガイコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
選べる	動詞,自立,*,*,一段,基本形,選べる,エラベル,エラベル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
理由	名詞,一般,*,*,*,*,理由,リユウ,リユー,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
EOS
若い	形容詞,自立,*,*,形容詞・アウオ段,基本形,若い,ワカイ,ワカイ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
独学	名詞,サ変接続,*,*,*,*,独学,ドクガク,ドクガク,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
文字	名詞,一般,*,*,*,*,文字,モジ,モジ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
読める	動詞,自立,*,*,一段,基本形,読める,ヨメル,ヨメル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
聞き取り	動詞,自立,*,*,五段・ラ行,連用形,聞き取る,キキトリ,キキトリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
簡単	名詞,形容動詞語幹,*,*,*,*,簡単,カンタン,カンタン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
会話	名詞,サ変接続,*,*,*,*,会話,カイワ,カイワ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
授業	名詞,サ変接続,*,*,*,*,授業,ジュギョウ,ジュギョー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
初級	名詞,一般,*,*,*,*,初級,ショキュウ,ショキュー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
段階	名詞,一般,*,*,*,*,段階,ダンカイ,ダンカイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
教え	動詞,自立,*,*,一段,連用形,教える,オシエ,オシエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
物	名詞,一般,*,*,*,*,物,モノ,モノ,s
足り	動詞,自立,*,*,一段,未然形,足りる,タリ,タリ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
、	記号,読点,*,*,*,*,、,、,、,s
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
答え	動詞,自立,*,*,一段,未然形,答える,コタエ,コタエ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
、	記号,読点,*,*,*,*,、,、,、,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
わかっ	動詞,自立,*,*,五段・ラ行,連用タ接続,わかる,ワカッ,ワカッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
、	記号,読点,*,*,*,*,、,、,、,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
わか	形容詞,自立,*,*,形容詞・アウオ段,基本形・縮約形,わかい,ワカ,ワカ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
理解	名詞,サ変接続,*,*,*,*,理解,リカイ,リカイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なんとなく	副詞,助詞類接続,*,*,*,*,なんとなく,ナントナク,ナントナク,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
単語	名詞,一般,*,*,*,*,単語,タンゴ,タンゴ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
文字	名詞,一般,*,*,*,*,文字,モジ,モジ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
ハングル	名詞,一般,*,*,*,*,ハングル,ハングル,ハングル,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
読め	動詞,自立,*,*,一段,未然形,読める,ヨメ,ヨメ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ま	フィラー,*,*,*,*,*,ま,マ,マ,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
ねえ	助詞,終助詞,*,*,*,*,ねえ,ネエ,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
凄い	形容詞,自立,*,*,形容詞・アウオ段,基本形,凄い,スゴイ,スゴイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
本人	名詞,一般,*,*,*,*,本人,ホンニン,ホンニン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
関し	動詞,自立,*,*,五段・サ行,連用形,関す,カンシ,カンシ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
使う	動詞,自立,*,*,五段・ワ行促音便,基本形,使う,ツカウ,ツカウ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
職業	名詞,一般,*,*,*,*,職業,ショクギョウ,ショクギョー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
のん	名詞,非自立,一般,*,*,*,のん,ノン,ノン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
結婚	名詞,サ変接続,*,*,*,*,結婚,ケッコン,ケッコン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
取り合え	動詞,自立,*,*,一段,未然形,取り合える,トリアエ,トリアエ,s
ず	助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
外大	名詞,一般,*,*,*,*,外大,ガイダイ,ガイダイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
学び	動詞,自立,*,*,五段・バ行,連用形,学ぶ,マナビ,マナビ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
、	記号,読点,*,*,*,*,、,、,、,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
留学	名詞,サ変接続,*,*,*,*,留学,リュウガク,リューガク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
三	名詞,数,*,*,*,*,三,サン,サン,i
人目	名詞,一般,*,*,*,*,人目,ヒトメ,ヒトメ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
人目	名詞,一般,*,*,*,*,人目,ヒトメ,ヒトメ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
今年	名詞,副詞可能,*,*,*,*,今年,コトシ,コトシ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
