名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
組	名詞,接尾,一般,*,*,*,組,グミ,グミ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
赤	名詞,一般,*,*,*,*,赤,アカ,アカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
Tシャツ	名詞,一般,*,*,*,*,Tシャツ,ティーシャツ,ティーシャツ,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
だいたい	副詞,一般,*,*,*,*,だいたい,ダイタイ,ダイタイ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
柄	名詞,一般,*,*,*,*,柄,ツカ,ツカ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
ワンポイント	名詞,一般,*,*,*,*,ワンポイント,ワンポイント,ワンポイント,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ユニクロ	名詞,固有名詞,一般,*,*,*,ユニクロ,ユニクロ,ユニクロ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ピチピチ	副詞,一般,*,*,*,*,ピチピチ,ピチピチ,ピチピチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
XS	名詞,一般,*,*,*,*,XS,XS,XS,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
真っ赤	名詞,形容動詞語幹,*,*,*,*,真っ赤,マッカ,マッカ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
柄	名詞,一般,*,*,*,*,柄,ツカ,ツカ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ダサい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ダサい,ダサイ,ダサイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
着	動詞,自立,*,*,一段,連用形,着る,キ,キ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
着	動詞,自立,*,*,一段,連用形,着る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
あっ	感動詞,*,*,*,*,*,あっ,アッ,アッ,s
ジョイント	名詞,一般,*,*,*,*,ジョイント,ジョイント,ジョイント,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ちゃんと	副詞,一般,*,*,*,*,ちゃんと,チャント,チャント,s
おっきい	形容詞,自立,*,*,形容詞・アウオ段,基本形,おっきい,オッキイ,オッキイ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そっ	名詞,代名詞,一般,*,*,*,そっ,ソッ,ソッ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
学ん	動詞,自立,*,*,五段・バ行,連用タ接続,学ぶ,マナン,マナン,s
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
マジ	副詞,一般,*,*,*,*,マジ,マジ,マジ,s
おもろい	形容詞,自立,*,*,形容詞・アウオ段,基本形,おもろい,オモロイ,オモロイ,s
わー	助詞,終助詞,*,*,*,*,わ,ワア,ワー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やらかし	動詞,自立,*,*,五段・サ行,連用形,やらかす,ヤラカシ,ヤラカシ,s
すぎ	動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
色々	副詞,助詞類接続,*,*,*,*,色々,イロイロ,イロイロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
っけ	助詞,終助詞,*,*,*,*,っけ,ッケ,ッケ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やらかし	動詞,自立,*,*,五段・サ行,連用形,やらかす,ヤラカシ,ヤラカシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
無い	形容詞,自立,*,*,形容詞・アウオ段,基本形,無い,ナイ,ナイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ちょくちょく	副詞,一般,*,*,*,*,ちょくちょく,チョクチョク,チョクチョク,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
酒	名詞,一般,*,*,*,*,酒,サケ,サケ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
やらかし	動詞,自立,*,*,五段・サ行,連用形,やらかす,ヤラカシ,ヤラカシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それも	接続詞,*,*,*,*,*,それも,ソレモ,ソレモ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
酔いつぶれ	動詞,自立,*,*,一段,連用形,酔いつぶれる,ヨイツブレ,ヨイツブレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
トイレ	名詞,一般,*,*,*,*,トイレ,トイレ,トイレ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
籠り	動詞,自立,*,*,五段・ラ行,連用形,籠る,コモリ,コモリ,s
っ放し	名詞,接尾,一般,*,*,*,っ放し,ッパナシ,ッパナシ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
鍵	名詞,一般,*,*,*,*,鍵,カギ,カギ,s
開け	動詞,自立,*,*,一段,連用形,開ける,アケ,アケ,s
、	記号,読点,*,*,*,*,、,、,、,s
あたし	名詞,代名詞,一般,*,*,*,あたし,アタシ,アタシ,s
トイレ	名詞,一般,*,*,*,*,トイレ,トイレ,トイレ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
縁	名詞,一般,*,*,*,*,縁,エン,エン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
鍵	名詞,一般,*,*,*,*,鍵,カギ,カギ,s
、	記号,読点,*,*,*,*,、,、,、,s
開け	動詞,自立,*,*,一段,連用形,開ける,アケ,アケ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
開け	動詞,自立,*,*,一段,連用形,開ける,アケ,アケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
内側	名詞,一般,*,*,*,*,内側,ウチガワ,ウチガワ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
開く	動詞,自立,*,*,五段・カ行イ音便,基本形,開く,ヒラク,ヒラク,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
沙織	名詞,固有名詞,人名,名,*,*,沙織,サオリ,サオリ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
邪魔	名詞,形容動詞語幹,*,*,*,*,邪魔,ジャマ,ジャマ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
開か	動詞,自立,*,*,五段・カ行イ音便,未然形,開く,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
足	名詞,一般,*,*,*,*,足,アシ,アシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
、	記号,読点,*,*,*,*,、,、,、,s
たって	副詞,助詞類接続,*,*,*,*,たって,タッテ,タッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
痺れ	動詞,自立,*,*,一段,連用形,痺れる,シビレ,シビレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
立て	動詞,自立,*,*,一段,未然形,立てる,タテ,タテ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ホンマに	副詞,一般,*,*,*,*,ホンマに,ホンマニ,ホンマニ,s
痺れ	動詞,自立,*,*,一段,連用形,痺れる,シビレ,シビレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
暫く	副詞,一般,*,*,*,*,暫く,シバラク,シバラク,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
また	接続詞,*,*,*,*,*,また,マタ,マタ,s
便器	名詞,一般,*,*,*,*,便器,ベンキ,ベンキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
フッ	副詞,助詞類接続,*,*,*,*,フッ,フッ,フッ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ふーって	副詞,一般,*,*,*,*,ふーって,フーッテ,フーッテ,s
起き	動詞,自立,*,*,一段,連用形,起きる,オキ,オキ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
また	副詞,助詞類接続,*,*,*,*,また,マタ,マタ,s
吐い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,吐く,ハイ,ハイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,i
わー	助詞,終助詞,*,*,*,*,わ,ワア,ワー,i
EOS
こええ	感動詞,*,*,*,*,*,こええ,コエエ,コエエ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
打ち上げ	動詞,自立,*,*,一段,未然形,打ち上げる,ウチアゲ,ウチアゲ,s
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
あたし	名詞,代名詞,一般,*,*,*,あたし,アタシ,アタシ,s
酔いつぶれる	動詞,自立,*,*,一段,基本形,酔いつぶれる,ヨイツブレル,ヨイツブレル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
泣い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,泣く,ナイ,ナイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
爆泣	名詞,サ変接続,*,*,*,*,爆泣,爆泣,爆泣,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
集大成	名詞,サ変接続,*,*,*,*,集大成,シュウタイセイ,シュータイセイ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
こそ	助詞,係助詞,*,*,*,*,こそ,コソ,コソ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
さすが	副詞,一般,*,*,*,*,さすが,サスガ,サスガ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
オープニング	名詞,一般,*,*,*,*,オープニング,オープニング,オープニング,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
恥ずかしい	形容詞,自立,*,*,形容詞・イ段,基本形,恥ずかしい,ハズカシイ,ハズカシイ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
違う	感動詞,*,*,*,*,*,違う,チャウ,チャウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
こんなん	名詞,一般,副詞可能,*,*,*,こんなん,コンナン,コンナン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
近寄っ	動詞,自立,*,*,五段・ラ行,連用タ接続,近寄る,チカヨッ,チカヨッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー,s
、	記号,読点,*,*,*,*,、,、,、,s
いら	動詞,自立,*,*,五段・ラ行,未然形,いる,イラ,イラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
いら	動詞,自立,*,*,五段・ラ行,未然形,いる,イラ,イラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
楽しみ	名詞,一般,*,*,*,*,楽しみ,タノシミ,タノシミ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
EOS
明日	名詞,副詞可能,*,*,*,*,明日,アシタ,アシタ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
早い	形容詞,自立,*,*,形容詞・アウオ段,基本形,早い,ハヤイ,ハヤイ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
か月	名詞,接尾,助数詞,*,*,*,か月,カゲツ,カゲツ,s
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
ほんま	名詞,形容動詞語幹,*,*,*,*,ほんま,ホンマ,ホンマ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
疲れ	動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
か月	名詞,接尾,助数詞,*,*,*,か月,カゲツ,カゲツ,s
マジ	副詞,一般,*,*,*,*,マジ,マジ,マジ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
波乱万丈	名詞,一般,*,*,*,*,波乱万丈,ハランバンジョウ,ハランバンジョー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やばい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やばい,ヤバイ,ヤバイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,s
終わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,終わる,オワッ,オワッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
余裕	名詞,一般,*,*,*,*,余裕,ヨユウ,ヨユー,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
おわっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おわる,オワッ,オワッ,i
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
余裕	名詞,一般,*,*,*,*,余裕,ヨユウ,ヨユー,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,s
ちょうど	副詞,一般,*,*,*,*,ちょうど,チョウド,チョード,s
終わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,終わる,オワッ,オワッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
早い	形容詞,自立,*,*,形容詞・アウオ段,基本形,早い,ハヤイ,ハヤイ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一月	名詞,副詞可能,*,*,*,*,一月,イチガツ,イチガツ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
