では	接続詞,*,*,*,*,*,では,デハ,デワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あたし	名詞,代名詞,一般,*,*,*,あたし,アタシ,アタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
ひつ	名詞,一般,*,*,*,*,ひつ,ヒツ,ヒツ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
必然	名詞,一般,*,*,*,*,必然,ヒツゼン,ヒツゼン,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なんとなく	副詞,助詞類接続,*,*,*,*,なんとなく,ナントナク,ナントナク,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
気	名詞,非自立,一般,*,*,*,気,キ,キ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
現場	名詞,一般,*,*,*,*,現場,ゲンバ,ゲンバ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まさか	副詞,一般,*,*,*,*,まさか,マサカ,マサカ,s
、	記号,読点,*,*,*,*,、,、,、,s
わかまかつ	名詞,固有名詞,一般,*,*,*,わかまかつ,ワカマカツ,ワカマカツ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
働く	動詞,自立,*,*,五段・カ行イ音便,基本形,働く,ハタラク,ハタラク,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思わ	動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
就活	名詞,サ変接続,*,*,*,*,就活,シュウカツ,シューカツ,i
事情	名詞,一般,*,*,*,*,事情,ジジョウ,ジジョー,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
参考	名詞,サ変接続,*,*,*,*,参考,サンコウ,サンコー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
聞き	動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
就活	名詞,サ変接続,*,*,*,*,就活,シュウカツ,シューカツ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
わたし	名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ,s
、	記号,読点,*,*,*,*,、,、,、,s
地元	名詞,一般,*,*,*,*,地元,ジモト,ジモト,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
、	記号,読点,*,*,*,*,、,、,、,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
、	記号,読点,*,*,*,*,、,、,、,s
ずーと	副詞,一般,*,*,*,*,ずっと,ズート,ズート,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
商社	名詞,一般,*,*,*,*,商社,ショウシャ,ショーシャ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
勤め	動詞,自立,*,*,一段,連用形,勤める,ツトメ,ツトメ,s
たくっ	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タクッ,タクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
ことごとく	副詞,一般,*,*,*,*,ことごとく,コトゴトク,コトゴトク,s
落ち	動詞,自立,*,*,一段,連用形,落ちる,オチ,オチ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
一個	名詞,一般,*,*,*,*,一個,イッコ,イッコ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
商社	名詞,一般,*,*,*,*,商社,ショウシャ,ショーシャ,s
受かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,受かる,ウカッ,ウカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
ベンチャー	名詞,一般,*,*,*,*,ベンチャー,ベンチャー,ベンチャー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
不安	名詞,形容動詞語幹,*,*,*,*,不安,フアン,フアン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
、	記号,読点,*,*,*,*,、,、,、,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
ことごとく	副詞,一般,*,*,*,*,ことごとく,コトゴトク,コトゴトク,s
落ち	動詞,自立,*,*,一段,連用形,落ちる,オチ,オチ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
、	記号,読点,*,*,*,*,、,、,、,s
製薬	名詞,一般,*,*,*,*,製薬,セイヤク,セイヤク,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
製薬	名詞,一般,*,*,*,*,製薬,セイヤク,セイヤク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
進め	動詞,自立,*,*,一段,連用形,進める,ススメ,ススメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
試験	名詞,サ変接続,*,*,*,*,試験,シケン,シケン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
進ま	動詞,自立,*,*,五段・マ行,未然形,進む,ススマ,ススマ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へんく	助動詞,*,*,*,特殊・ナイ,連用テ接続,へん,ヘンク,ヘンク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
就活	名詞,サ変接続,*,*,*,*,就活,シュウカツ,シューカツ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
わり	名詞,一般,*,*,*,*,わり,ワリ,ワリ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
早く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク,s
、	記号,読点,*,*,*,*,、,、,、,s
四月	名詞,副詞可能,*,*,*,*,四月,シガツ,シガツ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
決まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,決まる,キマッ,キマッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
わり	名詞,一般,*,*,*,*,わり,ワリ,ワリ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
早く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク,s
終われ	動詞,自立,*,*,五段・ラ行,未然形・母音調和,終わる,オワレ,オワレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,s
浪人	名詞,サ変接続,*,*,*,*,浪人,ロウニン,ローニン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
一生	名詞,副詞可能,*,*,*,*,一生,イッショウ,イッショー,s
やり	動詞,自立,*,*,五段・ラ行,連用形,やる,ヤリ,ヤリ,s
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
過酷	名詞,形容動詞語幹,*,*,*,*,過酷,カコク,カコク,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
過酷	名詞,形容動詞語幹,*,*,*,*,過酷,カコク,カコク,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
一生	名詞,副詞可能,*,*,*,*,一生,イッショウ,イッショー,s
やり	動詞,自立,*,*,五段・ラ行,連用形,やる,ヤリ,ヤリ,s
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
、	記号,読点,*,*,*,*,、,、,、,s
妥協	名詞,サ変接続,*,*,*,*,妥協,ダキョウ,ダキョー,s
、	記号,読点,*,*,*,*,、,、,、,s
かなり	副詞,一般,*,*,*,*,かなり,カナリ,カナリ,s
妥協	名詞,サ変接続,*,*,*,*,妥協,ダキョウ,ダキョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
わかまかつ	名詞,固有名詞,一般,*,*,*,わかまかつ,ワカマカツ,ワカマカツ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
地元	名詞,一般,*,*,*,*,地元,ジモト,ジモト,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
帰ろ	動詞,自立,*,*,五段・ラ行,未然ウ接続,帰る,カエロ,カエロ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
意思	名詞,サ変接続,*,*,*,*,意思,イシ,イシ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
では	助詞,接続助詞,*,*,*,*,では,デハ,デワ,i
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
、	記号,読点,*,*,*,*,、,、,、,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
、	記号,読点,*,*,*,*,、,、,、,s
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
まさか	副詞,一般,*,*,*,*,まさか,マサカ,マサカ,s
戻っ	動詞,自立,*,*,五段・ラ行,連用タ接続,戻る,モドッ,モドッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
来る	動詞,非自立,*,*,カ変・来ル,基本形,来る,クル,クル,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
親	名詞,一般,*,*,*,*,親,オヤ,オヤ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
わかまかつ	名詞,固有名詞,一般,*,*,*,わかまかつ,ワカマカツ,ワカマカツ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
確かに	感動詞,*,*,*,*,*,確かに,タシカニ,タシカニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
たまたま	副詞,一般,*,*,*,*,たまたま,タマタマ,タマタマ,s
受かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,受かる,ウカッ,ウカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
泊まり込み	動詞,自立,*,*,五段・マ行,連用形,泊まり込む,トマリコミ,トマリコミ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
試験	名詞,サ変接続,*,*,*,*,試験,シケン,シケン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
わかまかつ	名詞,固有名詞,一般,*,*,*,わかまかつ,ワカマカツ,ワカマカツ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
試験	名詞,サ変接続,*,*,*,*,試験,シケン,シケン,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ひたすら	副詞,一般,*,*,*,*,ひたすら,ヒタスラ,ヒタスラ,s
ディスカッション	名詞,サ変接続,*,*,*,*,ディスカッション,ディスカッション,ディスカッション,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
プレゼンテーション	名詞,一般,*,*,*,*,プレゼンテーション,プレゼンテーション,プレゼンテーション,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
させ	動詞,自立,*,*,一段,未然形,させる,サセ,サセ,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
つい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ディスカッション	名詞,サ変接続,*,*,*,*,ディスカッション,ディスカッション,ディスカッション,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
釣り	名詞,一般,*,*,*,*,釣り,ツリ,ツリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
魚	名詞,一般,*,*,*,*,魚,サカナ,サカナ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
