それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
帰れる	動詞,自立,*,*,一段,基本形,帰れる,カエレル,カエレル,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
チャリンコ	名詞,一般,*,*,*,*,チャリンコ,チャリンコ,チャリンコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
通う	動詞,自立,*,*,五段・ワ行促音便,基本形,通う,カヨウ,カヨウ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
丘	名詞,一般,*,*,*,*,丘,オカ,オカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
で	動詞,自立,*,*,一段,連用形,でる,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
平たん	名詞,形容動詞語幹,*,*,*,*,平たん,ヘイタン,ヘイタン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
道	名詞,一般,*,*,*,*,道,ミチ,ミチ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
そっ	名詞,代名詞,一般,*,*,*,そっ,ソッ,ソッ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
坂	名詞,一般,*,*,*,*,坂,サカ,サカ,s
グワーって	副詞,一般,*,*,*,*,グワーって,グワーッテ,グワーッテ,s
一気	名詞,一般,*,*,*,*,一気,イッキ,イッキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
上がっ	動詞,自立,*,*,五段・ラ行,連用タ接続,上がる,アガッ,アガッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
中腹	名詞,一般,*,*,*,*,中腹,チュウフク,チューフク,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ,s
山頂	名詞,一般,*,*,*,*,山頂,サンチョウ,サンチョー,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
校舎	名詞,一般,*,*,*,*,校舎,コウシャ,コーシャ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
校舎	名詞,一般,*,*,*,*,校舎,コウシャ,コーシャ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
降り	動詞,自立,*,*,一段,連用形,降りる,オリ,オリ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
丘	名詞,一般,*,*,*,*,丘,オカ,オカ,s
下っ	動詞,自立,*,*,五段・ラ行,連用タ接続,下る,クダッ,クダッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
グランド	名詞,一般,*,*,*,*,グランド,グランド,グランド,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
段々	副詞,助詞類接続,*,*,*,*,段々,ダンダン,ダンダン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
敷地	名詞,一般,*,*,*,*,敷地,シキチ,シキチ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
っけ	助詞,終助詞,*,*,*,*,っけ,ッケ,ッケ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
えーと	フィラー,*,*,*,*,*,えーと,エート,エート,s
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
中一	名詞,一般,*,*,*,*,中一,チュウイチ,チューイチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
足首	名詞,一般,*,*,*,*,足首,アシクビ,アシクビ,s
骨折	名詞,サ変接続,*,*,*,*,骨折,コッセツ,コッセツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
中二	名詞,一般,*,*,*,*,中二,チュウニ,チューニ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
左	名詞,一般,*,*,*,*,左,ヒダリ,ヒダリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
薬指	名詞,一般,*,*,*,*,薬指,クスリユビ,クスリユビ,s
いや	接続詞,*,*,*,*,*,いや,イヤ,イヤ,s
中指	名詞,一般,*,*,*,*,中指,ナカユビ,ナカユビ,s
骨折	名詞,サ変接続,*,*,*,*,骨折,コッセツ,コッセツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
中3	名詞,一般,*,*,*,*,中3,チュウサン,チューサン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
右	名詞,一般,*,*,*,*,右,ミギ,ミギ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
薬指	名詞,一般,*,*,*,*,薬指,クスリユビ,クスリユビ,s
骨折	名詞,サ変接続,*,*,*,*,骨折,コッセツ,コッセツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
す	助動詞,*,*,*,特殊・デス,基本形,す,ス,ス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
テニス	名詞,一般,*,*,*,*,テニス,テニス,テニス,s
部	名詞,接尾,助数詞,*,*,*,部,ブ,ブ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
玉	名詞,接尾,助数詞,*,*,*,玉,タマ,タマ,s
拾い	動詞,自立,*,*,五段・ワ行促音便,連用形,拾う,ヒロイ,ヒロイ,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
練習	名詞,サ変接続,*,*,*,*,練習,レンシュウ,レンシュー,s
終わり	動詞,自立,*,*,五段・ラ行,連用形,終わる,オワリ,オワリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
秋	名詞,一般,*,*,*,*,秋,アキ,アキ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ,s
冬	名詞,一般,*,*,*,*,冬,フユ,フユ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
月	名詞,接尾,助数詞,*,*,*,月,ツキ,ツキ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
玉	名詞,一般,*,*,*,*,玉,タマ,タマ,s
拾い	動詞,自立,*,*,五段・ワ行促音便,連用形,拾う,ヒロイ,ヒロイ,s
し	動詞,接尾,*,*,五段・サ行,連用形,す,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
ゆっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
さっき	名詞,副詞可能,*,*,*,*,さっき,サッキ,サッキ,s
、	記号,読点,*,*,*,*,、,、,、,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
校舎	名詞,一般,*,*,*,*,校舎,コウシャ,コーシャ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
グラウンド	名詞,一般,*,*,*,*,グラウンド,グラウンド,グラウンド,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
校舎	名詞,一般,*,*,*,*,校舎,コウシャ,コーシャ,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
テニス	名詞,一般,*,*,*,*,テニス,テニス,テニス,s
コート	名詞,一般,*,*,*,*,コート,コート,コート,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
プール	名詞,一般,*,*,*,*,プール,プール,プール,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
グランド	名詞,一般,*,*,*,*,グランド,グランド,グランド,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ボール	名詞,一般,*,*,*,*,ボール,ボール,ボール,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
ポーンと	副詞,一般,*,*,*,*,ポーンと,ポーント,ポーント,s
飛ん	動詞,自立,*,*,五段・バ行,連用タ接続,飛ぶ,トン,トン,s
でく	動詞,非自立,*,*,五段・カ行促音便,基本形,でく,デク,デク,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
グラウンド	名詞,一般,*,*,*,*,グラウンド,グラウンド,グラウンド,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
落ち	動詞,自立,*,*,一段,連用形,落ちる,オチ,オチ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
拾っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,拾う,ヒロッ,ヒロッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
、	記号,読点,*,*,*,*,、,、,、,s
うぇー	感動詞,*,*,*,*,*,うぇー,ウェー,ウェー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
下り	動詞,自立,*,*,一段,連用形,下りる,オリ,オリ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
階段	名詞,一般,*,*,*,*,階段,カイダン,カイダン,s
下り	動詞,自立,*,*,一段,連用形,下りる,オリ,オリ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
落ち葉	名詞,一般,*,*,*,*,落ち葉,オチバ,オチバ,s
バーン	副詞,一般,*,*,*,*,バーン,バーン,バーン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
トンって	副詞,一般,*,*,*,*,トンって,トンッテ,トンッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
片足	名詞,一般,*,*,*,*,片足,カタアシ,カタアシ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
トンって	副詞,一般,*,*,*,*,トンって,トンッテ,トンッテ,s
飛び降り	動詞,自立,*,*,一段,連用形,飛び降りる,トビオリ,トビオリ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
落ち葉	名詞,一般,*,*,*,*,落ち葉,オチバ,オチバ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
真下	名詞,一般,*,*,*,*,真下,マシタ,マシタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
丸太	名詞,一般,*,*,*,*,丸太,マルタ,マルタ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
気づか	動詞,自立,*,*,五段・カ行イ音便,未然形,気づく,キヅカ,キズカ,s
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ポンって	副詞,一般,*,*,*,*,ポンって,ポンテ,ポンテ,s
きれい	名詞,形容動詞語幹,*,*,*,*,きれい,キレイ,キレイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ふん	動詞,自立,*,*,五段・マ行,連用タ接続,ふむ,フン,フン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
丸太	名詞,一般,*,*,*,*,丸太,マルタ,マルタ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
グルって	副詞,一般,*,*,*,*,グルって,グルッテ,グルッテ,s
転がっ	動詞,自立,*,*,五段・ラ行,連用タ接続,転がる,コロガッ,コロガッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
足首	名詞,一般,*,*,*,*,足首,アシクビ,アシクビ,s
グキッて	副詞,一般,*,*,*,*,グキッて,グキッテ,グキッテ,s
いっ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やべえ	感動詞,*,*,*,*,*,やべえ,ヤベエ,ヤベー,s
足	名詞,一般,*,*,*,*,足,アシ,アシ,s
いてえ	感動詞,*,*,*,*,*,いてえ,イテエ,イテエ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
足	名詞,一般,*,*,*,*,足,アシ,アシ,s
おかしい	形容詞,自立,*,*,形容詞・イ段,基本形,おかしい,オカシイ,オカシイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょ	接頭詞,名詞接続,*,*,*,*,ちょう,チョ,チョ,s
、	記号,読点,*,*,*,*,、,、,、,s
捻挫	名詞,サ変接続,*,*,*,*,捻挫,ネンザ,ネンザ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
玉	名詞,一般,*,*,*,*,玉,タマ,タマ,i
拾い	動詞,自立,*,*,五段・ワ行促音便,連用形,拾う,ヒロイ,ヒロイ,i
で	助詞,終助詞,*,*,*,*,で,デ,デ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
全く	副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク,s
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
玉	名詞,一般,*,*,*,*,玉,タマ,タマ,s
拾い	動詞,自立,*,*,五段・ワ行促音便,連用形,拾う,ヒロイ,ヒロイ,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
骨折	名詞,サ変接続,*,*,*,*,骨折,コッセツ,コッセツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
