始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
司会	名詞,サ変接続,*,*,*,*,司会,シカイ,シカイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
諸	接頭詞,名詞接続,*,*,*,*,諸,ショ,ショ,s
事情	名詞,一般,*,*,*,*,事情,ジジョウ,ジジョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
会	名詞,一般,*,*,*,*,会,カイ,カイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
開会	名詞,サ変接続,*,*,*,*,開会,カイカイ,カイカイ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
遅れ	動詞,自立,*,*,一段,連用形,遅れる,オクレ,オクレ,s
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
大変	副詞,一般,*,*,*,*,大変,タイヘン,タイヘン,s
お詫び	名詞,サ変接続,*,*,*,*,お詫び,オワビ,オワビ,s
申し上げ	動詞,自立,*,*,一段,連用形,申し上げる,モウシアゲ,モーシアゲ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
EOS
土下座	名詞,サ変接続,*,*,*,*,土下座,ドゲザ,ドゲザ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
お詫び	名詞,サ変接続,*,*,*,*,お詫び,オワビ,オワビ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
いきなり	副詞,助詞類接続,*,*,*,*,いきなり,イキナリ,イキナリ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
感	名詞,一般,*,*,*,*,感,カン,カン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
コメント	名詞,サ変接続,*,*,*,*,コメント,コメント,コメント,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
こんなん	名詞,一般,副詞可能,*,*,*,こんなん,コンナン,コンナン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
奨励	名詞,サ変接続,*,*,*,*,奨励,ショウレイ,ショーレイ,s
賞	名詞,一般,*,*,*,*,賞,ショウ,ショー,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
新井	名詞,固有名詞,人名,姓,*,*,新井,アライ,アライ,s
忍	名詞,固有名詞,人名,名,*,*,忍,シノブ,シノブ,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
遅刻	名詞,サ変接続,*,*,*,*,遅刻,チコク,チコク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
奴	名詞,代名詞,一般,*,*,*,奴,ヤツ,ヤツ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
指名	名詞,サ変接続,*,*,*,*,指名,シメイ,シメイ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
ゆっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ううん	感動詞,*,*,*,*,*,ううん,ウウン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
そん	連体詞,*,*,*,*,*,その,ソン,ソン,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
人間	名詞,一般,*,*,*,*,人間,ニンゲン,ニンゲン,s
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
象徴	名詞,サ変接続,*,*,*,*,象徴,ショウチョウ,ショーチョー,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
書い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
寓話	名詞,一般,*,*,*,*,寓話,グウワ,グーワ,s
物語	名詞,一般,*,*,*,*,物語,モノガタリ,モノガタリ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
辺	名詞,一般,*,*,*,*,辺,ヘン,ヘン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
説明	名詞,サ変接続,*,*,*,*,説明,セツメイ,セツメイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
タイトル	名詞,一般,*,*,*,*,タイトル,タイトル,タイトル,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
つい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
コメント	名詞,サ変接続,*,*,*,*,コメント,コメント,コメント,s
しろ	動詞,自立,*,*,サ変・スル,命令ｒｏ,する,シロ,シロ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
風	名詞,一般,*,*,*,*,風,カゼ,カゼ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
タイトル	名詞,一般,*,*,*,*,タイトル,タイトル,タイトル,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
「	記号,括弧開,*,*,*,*,「,「,「,s
優しい	形容詞,自立,*,*,形容詞・イ段,基本形,優しい,ヤサシイ,ヤサシイ,s
妖怪	名詞,一般,*,*,*,*,妖怪,ヨウカイ,ヨーカイ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
決まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,決まる,キマッ,キマッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
妖怪	名詞,一般,*,*,*,*,妖怪,ヨウカイ,ヨーカイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
助ける	動詞,自立,*,*,一段,基本形,助ける,タスケル,タスケル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
妖怪	名詞,一般,*,*,*,*,妖怪,ヨウカイ,ヨーカイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
、	記号,読点,*,*,*,*,、,、,、,s
いわゆる	連体詞,*,*,*,*,*,いわゆる,イワユル,イワユル,s
未知	名詞,一般,*,*,*,*,未知,ミチ,ミチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
凄い	副詞,一般,*,*,*,*,凄い,スゴイ,スゴイ,s
嬉々	名詞,一般,*,*,*,*,嬉々,キキ,キキ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
対し	動詞,自立,*,*,五段・サ行,連用形,対す,タイシ,タイシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
事	名詞,非自立,一般,*,*,*,事,コト,コト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
曖昧	名詞,形容動詞語幹,*,*,*,*,曖昧,アイマイ,アイマイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
言葉	名詞,一般,*,*,*,*,言葉,コトバ,コトバ,s
濁し	動詞,自立,*,*,五段・サ行,連用形,濁す,ニゴシ,ニゴシ,s
つつ	助詞,接続助詞,*,*,*,*,つつ,ツツ,ツツ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ざっと	副詞,一般,*,*,*,*,ざっと,ザット,ザット,s
、	記号,読点,*,*,*,*,、,、,、,s
大体	副詞,一般,*,*,*,*,大体,ダイタイ,ダイタイ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
やばい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やばい,ヤバイ,ヤバイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
学部	名詞,一般,*,*,*,*,学部,ガクブ,ガクブ,s
長	名詞,一般,*,*,*,*,長,オサ,オサ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
目	名詞,一般,*,*,*,*,目,メ,メ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
連携	名詞,サ変接続,*,*,*,*,連携,レンケイ,レンケイ,s
クラス	名詞,接尾,助数詞,*,*,*,クラス,クラス,クラス,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
原因	名詞,一般,*,*,*,*,原因,ゲンイン,ゲンイン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
落とさ	動詞,自立,*,*,五段・サ行,未然形,落とす,オトサ,オトサ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
ばっかり	助詞,副助詞,*,*,*,*,ばっかり,バッカリ,バッカリ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
それでも	接続詞,*,*,*,*,*,それでも,ソレデモ,ソレデモ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
言え	動詞,自立,*,*,一段,連用形,言える,イエ,イエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
緊張	名詞,サ変接続,*,*,*,*,緊張,キンチョウ,キンチョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
流れ	名詞,一般,*,*,*,*,流れ,ナガレ,ナガレ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
優秀	名詞,形容動詞語幹,*,*,*,*,優秀,ユウシュウ,ユーシュー,s
賞	名詞,接尾,一般,*,*,*,賞,ショウ,ショー,s
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
それから	接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ,s
奨励	名詞,サ変接続,*,*,*,*,奨励,ショウレイ,ショーレイ,s
賞	名詞,接尾,一般,*,*,*,賞,ショウ,ショー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
風	名詞,一般,*,*,*,*,風,カゼ,カゼ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
回っ	動詞,自立,*,*,五段・ラ行,連用タ接続,回る,マワッ,マワッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
優秀	名詞,形容動詞語幹,*,*,*,*,優秀,ユウシュウ,ユーシュー,s
賞	名詞,接尾,一般,*,*,*,賞,ショウ,ショー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
まさかの	連体詞,*,*,*,*,*,まさかの,マサカノ,マサカノ,s
ブラック	名詞,一般,*,*,*,*,ブラック,ブラック,ブラック,s
ジョーク	名詞,一般,*,*,*,*,ジョーク,ジョーク,ジョーク,s
飛ばし	動詞,自立,*,*,五段・サ行,連用形,飛ばす,トバシ,トバシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほー	感動詞,*,*,*,*,*,ほー,ホー,ホー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
どんなん	名詞,一般,副詞可能,*,*,*,どんなん,ドンナン,ドンナン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
優秀	名詞,形容動詞語幹,*,*,*,*,優秀,ユウシュウ,ユーシュー,s
賞	名詞,接尾,一般,*,*,*,賞,ショウ,ショー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
そん	連体詞,*,*,*,*,*,その,ソン,ソン,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
、	記号,読点,*,*,*,*,、,、,、,s
いま	接頭詞,名詞接続,*,*,*,*,いま,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
回生	名詞,接尾,助数詞,*,*,*,回生,カイセイ,カイセイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
違う	感動詞,*,*,*,*,*,違う,チャウ,チャウ,s
、	記号,読点,*,*,*,*,、,、,、,s
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
回生	名詞,接尾,助数詞,*,*,*,回生,カイセイ,カイセイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんじゃ	接続詞,*,*,*,*,*,ほんじゃ,ホンジャ,ホンジャ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
もしか	副詞,助詞類接続,*,*,*,*,もしか,モシカ,モシカ,s
したら	接続詞,*,*,*,*,*,したら,シタラ,シタラ,s
院	名詞,一般,*,*,*,*,院,イン,イン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
去年	名詞,副詞可能,*,*,*,*,去年,キョネン,キョネン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
賞	名詞,一般,*,*,*,*,賞,ショウ,ショー,s
取っ	動詞,自立,*,*,五段・ラ行,連用タ接続,取る,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
らしく	助動詞,*,*,*,形容詞・イ段,連用テ接続,らしい,ラシク,ラシク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
毎年	名詞,副詞可能,*,*,*,*,毎年,マイトシ,マイトシ,s
賞	名詞,接尾,一般,*,*,*,賞,ショウ,ショー,s
取っ	動詞,自立,*,*,五段・ラ行,連用タ接続,取る,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
