それでは	接続詞,*,*,*,*,*,それでは,ソレデハ,ソレデワ,i
、	記号,読点,*,*,*,*,、,、,、,s
一概に	副詞,一般,*,*,*,*,一概に,イチガイニ,イチガイニ,s
企業	名詞,一般,*,*,*,*,企業,キギョウ,キギョー,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
面	名詞,一般,*,*,*,*,面,メン,メン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
色々	副詞,助詞類接続,*,*,*,*,色々,イロイロ,イロイロ,s
、	記号,読点,*,*,*,*,、,、,、,s
いろんな	連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ,s
面	名詞,一般,*,*,*,*,面,メン,メン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
クレーマー	名詞,一般,*,*,*,*,クレーマー,クレーマー,クレーマー,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
お菓子	名詞,一般,*,*,*,*,お菓子,オカシ,オカシ,i
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
なん	名詞,非自立,*,*,*,縮約形,なの,ナン,ナン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
製菓	名詞,一般,*,*,*,*,製菓,セイカ,セイカ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
食品	名詞,一般,*,*,*,*,食品,ショクヒン,ショクヒン,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
当たっ	動詞,自立,*,*,五段・ラ行,連用タ接続,当たる,アタッ,アタッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
でかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,でかい,デカイ,デカイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ん	感動詞,*,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一個	名詞,一般,*,*,*,*,一個,イッコ,イッコ,s
当たっ	動詞,自立,*,*,五段・ラ行,連用タ接続,当たる,アタッ,アタッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
でかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,でかい,デカイ,デカイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
森永	名詞,固有名詞,組織,*,*,*,森永,モリナガ,モリナガ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
グリコ	名詞,固有名詞,一般,*,*,*,グリコ,グリコ,グリコ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
グリコ	名詞,固有名詞,一般,*,*,*,グリコ,グリコ,グリコ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
営業	名詞,サ変接続,*,*,*,*,営業,エイギョウ,エイギョー,i
しんど	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,しんどい,シンド,シンド,i
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,i
すん	動詞,自立,*,*,五段・ラ行撥音便,基本形,する,スン,スン,i
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
営業	名詞,サ変接続,*,*,*,*,営業,エイギョウ,エイギョー,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
原産地	名詞,一般,*,*,*,*,原産地,ゲンサンチ,ゲンサンチ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
原産	名詞,一般,*,*,*,*,原産,ゲンサン,ゲンサン,s
、	記号,読点,*,*,*,*,、,、,、,s
原料	名詞,一般,*,*,*,*,原料,ゲンリョウ,ゲンリョー,s
調達	名詞,サ変接続,*,*,*,*,調達,チョウタツ,チョータツ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
ニュース	名詞,一般,*,*,*,*,ニュース,ニュース,ニュース,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
パイ	名詞,一般,*,*,*,*,パイ,パイ,パイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
実	名詞,一般,*,*,*,*,実,ミ,ミ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
、	記号,読点,*,*,*,*,、,、,、,s
元々	副詞,助詞類接続,*,*,*,*,元々,モトモト,モトモト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
パイ	名詞,一般,*,*,*,*,パイ,パイ,パイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
実	名詞,一般,*,*,*,*,実,ミ,ミ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
おっきい	形容詞,自立,*,*,形容詞・アウオ段,基本形,おっきい,オッキイ,オッキイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
デパート	名詞,一般,*,*,*,*,デパート,デパート,デパート,s
専用	名詞,サ変接続,*,*,*,*,専用,センヨウ,センヨー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
売る	動詞,自立,*,*,五段・ラ行,基本形,売る,ウル,ウル,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
方法	名詞,一般,*,*,*,*,方法,ホウホウ,ホーホー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
正しい	形容詞,自立,*,*,形容詞・イ段,基本形,正しい,タダシイ,タダシイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
反則	名詞,サ変接続,*,*,*,*,反則,ハンソク,ハンソク,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
袋	名詞,一般,*,*,*,*,袋,フクロ,フクロ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
でかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,でかい,デカイ,デカイ,i
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,i
なん	動詞,自立,*,*,五段・ラ行撥音便,基本形,なる,ナン,ナン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
元々	副詞,助詞類接続,*,*,*,*,元々,モトモト,モトモト,s
パイ	名詞,一般,*,*,*,*,パイ,パイ,パイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
実	名詞,一般,*,*,*,*,実,ミ,ミ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
ちっさい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっさい,チッサイ,チッサイ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
倍	名詞,一般,*,*,*,*,倍,バイ,バイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
大き	形容詞,自立,*,*,形容詞・イ段,ガル接続,大きい,オオキ,オーキ,s
さ	名詞,接尾,特殊,*,*,*,さ,サ,サ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
特別	名詞,形容動詞語幹,*,*,*,*,特別,トクベツ,トクベツ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
包装	名詞,サ変接続,*,*,*,*,包装,ホウソウ,ホーソー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
デパート	名詞,一般,*,*,*,*,デパート,デパート,デパート,s
専用	名詞,サ変接続,*,*,*,*,専用,センヨウ,センヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
売り	動詞,自立,*,*,五段・ラ行,連用形,売る,ウリ,ウリ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
コマーシャル	名詞,一般,*,*,*,*,コマーシャル,コマーシャル,コマーシャル,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
売れ	動詞,自立,*,*,一段,連用形,売れる,ウレ,ウレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
ふう	名詞,一般,*,*,*,*,ふう,フウ,フー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
発想	名詞,サ変接続,*,*,*,*,発想,ハッソウ,ハッソー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
転換	名詞,サ変接続,*,*,*,*,転換,テンカン,テンカン,s
っ	助詞,格助詞・縮約形,連語,*,*,*,って,ッ,ッ,s
つう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,ツー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
、	記号,読点,*,*,*,*,、,、,、,s
父さん	名詞,一般,*,*,*,*,父さん,トウサン,トーサン,s
講演	名詞,サ変接続,*,*,*,*,講演,コウエン,コーエン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
山崎	名詞,固有名詞,人名,姓,*,*,山崎,ヤマザキ,ヤマザキ,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
営業	名詞,サ変接続,*,*,*,*,営業,エイギョウ,エイギョー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
いつも	副詞,一般,*,*,*,*,いつも,イツモ,イツモ,s
居っ	動詞,自立,*,*,五段・ラ行,連用タ接続,居る,オッ,オッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
講義	名詞,サ変接続,*,*,*,*,講義,コウギ,コーギ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
山崎	名詞,固有名詞,人名,姓,*,*,山崎,ヤマザキ,ヤマザキ,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
さー	助詞,終助詞,*,*,*,*,さ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
らへん	名詞,接尾,一般,*,*,*,らへん,ラヘン,ラヘン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
あら	動詞,自立,*,*,五段・ラ行,未然形,ある,アラ,アラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
工場	名詞,一般,*,*,*,*,工場,コウジョウ,コージョー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
担当	名詞,サ変接続,*,*,*,*,担当,タントウ,タントー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
担当	名詞,サ変接続,*,*,*,*,担当,タントウ,タントー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
地域	名詞,一般,*,*,*,*,地域,チイキ,チイキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
担当	名詞,サ変接続,*,*,*,*,担当,タントウ,タントー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
かしら	助詞,終助詞,*,*,*,*,かしら,カシラ,カシラ,s
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
地域	名詞,一般,*,*,*,*,地域,チイキ,チイキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
担当	名詞,サ変接続,*,*,*,*,担当,タントウ,タントー,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
店	名詞,一般,*,*,*,*,店,ミセ,ミセ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
軒	名詞,接尾,助数詞,*,*,*,軒,ケン,ケン,s
任さ	動詞,自立,*,*,五段・サ行,未然形,任す,マカサ,マカサ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
ん	動詞,非自立,*,*,一段撥音便,基本形,る,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
任さ	動詞,自立,*,*,五段・サ行,未然形,任す,マカサ,マカサ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
まず	副詞,一般,*,*,*,*,まず,マズ,マズ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
夕方	名詞,副詞可能,*,*,*,*,夕方,ユウガタ,ユーガタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
入ん	動詞,自立,*,*,五段・ラ行撥音便,基本形,入る,ハイン,ハイン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
出社	名詞,サ変接続,*,*,*,*,出社,シュッシャ,シュッシャ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
夕方	名詞,副詞可能,*,*,*,*,夕方,ユウガタ,ユーガタ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
夕方	名詞,副詞可能,*,*,*,*,夕方,ユウガタ,ユーガタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
出社	名詞,サ変接続,*,*,*,*,出社,シュッシャ,シュッシャ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,s
コンビニ	名詞,一般,*,*,*,*,コンビニ,コンビニ,コンビニ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
