では	接続詞,*,*,*,*,*,では,デハ,デワ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
充実	名詞,サ変接続,*,*,*,*,充実,ジュウジツ,ジュージツ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
結婚	名詞,サ変接続,*,*,*,*,結婚,ケッコン,ケッコン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
全く	副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク,i
なかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
生きる	動詞,自立,*,*,一段,基本形,生きる,イキル,イキル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えっ	感動詞,*,*,*,*,*,えっ,エッ,エッ,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
三	名詞,数,*,*,*,*,三,サン,サン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
代	名詞,接尾,助数詞,*,*,*,代,ダイ,ダイ,s
超える	動詞,自立,*,*,一段,基本形,超える,コエル,コエル,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
代	名詞,接尾,助数詞,*,*,*,代,ダイ,ダイ,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
、	記号,読点,*,*,*,*,、,、,、,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
焦り	動詞,自立,*,*,五段・ラ行,連用形,焦る,アセリ,アセリ,s
だす	動詞,非自立,*,*,五段・サ行,基本形,だす,ダス,ダス,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
充実	名詞,サ変接続,*,*,*,*,充実,ジュウジツ,ジュージツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
そんなに	副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,s
結婚	名詞,サ変接続,*,*,*,*,結婚,ケッコン,ケッコン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
焦る	動詞,自立,*,*,五段・ラ行,基本形,焦る,アセル,アセル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
、	記号,読点,*,*,*,*,、,、,、,s
先	名詞,一般,*,*,*,*,先,サキ,サキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
もし	副詞,一般,*,*,*,*,もし,モシ,モシ,i
、	記号,読点,*,*,*,*,、,、,、,i
ま	感動詞,*,*,*,*,*,ま,マ,マ,i
、	記号,読点,*,*,*,*,、,、,、,i
結婚	名詞,サ変接続,*,*,*,*,結婚,ケッコン,ケッコン,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,i
旦那	名詞,一般,*,*,*,*,旦那,ダンナ,ダンナ,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
財力	名詞,一般,*,*,*,*,財力,ザイリョク,ザイリョク,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
、	記号,読点,*,*,*,*,、,、,、,i
働か	動詞,自立,*,*,五段・カ行イ音便,未然形,働く,ハタラカ,ハタラカ,i
んく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ん,ンク,ンク,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
財力	名詞,一般,*,*,*,*,財力,ザイリョク,ザイリョク,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
家庭	名詞,一般,*,*,*,*,家庭,カテイ,カテイ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くれ	動詞,非自立,*,*,一段・クレル,命令ｅ,くれる,クレ,クレ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
でもー	接続詞,*,*,*,*,*,でも,デモー,デモー,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
家庭	名詞,一般,*,*,*,*,家庭,カテイ,カテイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
しまい	動詞,非自立,*,*,五段・ワ行促音便,連用形,しまう,シマイ,シマイ,s
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
気	名詞,非自立,一般,*,*,*,気,キ,キ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そしたら	接続詞,*,*,*,*,*,そしたら,ソシタラ,ソシタラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
関わり	名詞,一般,*,*,*,*,関わり,カカワリ,カカワリ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
大分	副詞,一般,*,*,*,*,大分,ダイブ,ダイブ,s
なくなる	動詞,自立,*,*,五段・ラ行,基本形,なくなる,ナクナル,ナクナル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
嫌	名詞,形容動詞語幹,*,*,*,*,嫌,イヤ,イヤ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
自身	名詞,非自立,副詞可能,*,*,*,自身,ジシン,ジシン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ストレス	名詞,一般,*,*,*,*,ストレス,ストレス,ストレス,s
溜まり	動詞,自立,*,*,五段・ラ行,連用形,溜まる,タマリ,タマリ,s
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
子育て	名詞,サ変接続,*,*,*,*,子育て,コソダテ,コソダテ,s
ばっかり	助詞,副助詞,*,*,*,*,ばっかり,バッカリ,バッカリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
てー	助詞,接続助詞,*,*,*,*,て,テー,テー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
家事	名詞,一般,*,*,*,*,家事,カジ,カジ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
向い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,向く,ムイ,ムイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
なさ	助動詞,*,*,*,特殊・ナイ,ソウ接続,ない,ナサ,ナサ,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
旦那	名詞,一般,*,*,*,*,旦那,ダンナ,ダンナ,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
来	動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
疲れ	動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
疲れ	動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
自営	名詞,サ変接続,*,*,*,*,自営,ジエイ,ジエイ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
マッサージ	名詞,一般,*,*,*,*,マッサージ,マッサージ,マッサージ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
自営業	名詞,一般,*,*,*,*,自営業,ジエイギョウ,ジエイギョー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
確かに	感動詞,*,*,*,*,*,確かに,タシカニ,タシカニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あっ	感動詞,*,*,*,*,*,あっ,アッ,アッ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
自営業	名詞,一般,*,*,*,*,自営業,ジエイギョウ,ジエイギョー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
新婚	名詞,一般,*,*,*,*,新婚,シンコン,シンコン,i
旅行	名詞,サ変接続,*,*,*,*,旅行,リョコウ,リョコー,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
海外	名詞,一般,*,*,*,*,海外,カイガイ,カイガイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
新婚	名詞,一般,*,*,*,*,新婚,シンコン,シンコン,s
旅行	名詞,サ変接続,*,*,*,*,旅行,リョコウ,リョコー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
海	名詞,一般,*,*,*,*,海,ウミ,ウミ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
綺麗	名詞,形容動詞語幹,*,*,*,*,綺麗,キレイ,キレイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
所	名詞,非自立,副詞可能,*,*,*,所,トコロ,トコロ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あっ	感動詞,*,*,*,*,*,あっ,アッ,アッ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
あえて	副詞,一般,*,*,*,*,あえて,アエテ,アエテ,s
新婚	名詞,一般,*,*,*,*,新婚,シンコン,シンコン,s
旅行	名詞,サ変接続,*,*,*,*,旅行,リョコウ,リョコー,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ,s
一周	名詞,サ変接続,*,*,*,*,一周,イッシュウ,イッシュー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
財力	名詞,一般,*,*,*,*,財力,ザイリョク,ザイリョク,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
、	記号,読点,*,*,*,*,、,、,、,s
はる	動詞,非自立,*,*,五段・ラ行,基本形,はる,ハル,ハル,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
使わ	動詞,自立,*,*,五段・ワ行促音便,未然形,使う,ツカワ,ツカワ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
はる	動詞,非自立,*,*,五段・ラ行,基本形,はる,ハル,ハル,s
、	記号,読点,*,*,*,*,、,、,、,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
はる	動詞,非自立,*,*,五段・ラ行,基本形,はる,ハル,ハル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
何人	名詞,一般,*,*,*,*,何人,ナニビト,ナニビト,i
欲しい	形容詞,自立,*,*,形容詞・イ段,基本形,欲しい,ホシイ,ホシイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,s
以上	名詞,副詞可能,*,*,*,*,以上,イジョウ,イジョー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一人っ子	名詞,一般,*,*,*,*,一人っ子,ヒトリッコ,ヒトリッコ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
可哀そう	名詞,一般,*,*,*,*,可哀そう,カワイソウ,カワイソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
二	名詞,数,*,*,*,*,二,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
性別	名詞,一般,*,*,*,*,性別,セイベツ,セイベツ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
全員	名詞,副詞可能,*,*,*,*,全員,ゼンイン,ゼンイン,i
女	名詞,接尾,助数詞,*,*,*,女,ジョ,ジョ,i
、	記号,読点,*,*,*,*,、,、,、,i
