あつこわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あつかう,アツコワ,アツコワ
彌増さわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,彌増さる,イヤマシヨワ,イヤマシヨワ
うたがわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,うたがう,ウタゴワ,ウタゴワ
まわわ	動詞,非自立,*,*,五段・ラ行ウ音便,未然形,まわる,マヲワ,マヲワ
おとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おとる,オトワ,オトワ
晴渡わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,晴渡る,ハレワトワ,ハレワトワ
止わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,止る,トモワ,トモワ
来なさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,来なさる,キナシヨワ,キナシヨワ
折重なわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,折重なる,オリカサノワ,オリカサノワ
通がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,通がる,ツウゴワ,ツーゴワ
てまどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,てまどる,テマドワ,テマドワ
さらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,さらう,サロワ,サロワ
募わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,募る,ツノワ,ツノワ
思いあまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,思いあまる,オモイアモワ,オモイアモワ
追わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,追う,オワ,オワ
ふゆごもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ふゆごもる,フユゴモワ,フユゴモワ
くぐわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くぐる,クグワ,クグワ
いいきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いいきる,イイキワ,イーキワ
そだわ	動詞,自立,*,*,五段・タ行,未然形,そだつ,ソドワ,ソドワ
討取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,討取る,ウチトワ,ウチトワ
誤わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,誤る,アヤモワ,アヤモワ
ほおばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ほおばる,ホオボワ,ホーボワ
よりすがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,よりすがる,ヨリスゴワ,ヨリスゴワ
謡わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,謡う,ウトワ,ウトワ
香わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,香る,カオワ,カオワ
ひっぱわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひっぱる,ヒウパワ,ヒウパワ
惑わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,惑う,マドワ,マドワ
ならわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ならう,ナロワ,ナロワ
かわ	動詞,自立,*,*,五段・タ行,未然形,かつ,コワ,コワ
ねらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ねらう,ネロワ,ネロワ
焙わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,焙る,アブワ,アブワ
としとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,としとる,トシトワ,トシトワ
突き刺さわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,突き刺さる,ツキサシヨワ,ツキサシヨワ
役だわ	動詞,自立,*,*,五段・タ行,未然形,役だつ,ヤクドワ,ヤクドワ
勝わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,勝る,マシヨワ,マシヨワ
ぶった切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぶった切る,ブウタギワ,ブウタギワ
穿わ	動詞,自立,*,*,五段・タ行,未然形,穿つ,ウゴワ,ウゴワ
掛かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,掛かる,カコワ,カコワ
掻い繕わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,掻い繕う,カイツクロワ,カイツクロワ
混じわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,混じる,マジワ,マジワ
付きまとわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,付きまとう,ツキマトワ,ツキマトワ
ゆであがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ゆであがる,ユデアゴワ,ユデアゴワ
取繕わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,取繕う,トリツクロワ,トリツクロワ
せり合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,せり合う,セリオワ,セリオワ
こいしたわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,こいしたう,コイシトワ,コイシトワ
はじまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はじまる,ハジモワ,ハジモワ
あつまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あつまる,アツモワ,アツモワ
にげまどわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,にげまどう,ニゲマドワ,ニゲマドワ
煽わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,煽る,アオワ,アオワ
煽わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,煽る,アフワ,アフワ
伸し掛わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,伸し掛る,ノシカコワ,ノシカコワ
習わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,習う,ナロワ,ナロワ
染みとおわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,染みとおる,シミトオワ,シミトーワ
巣ごもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,巣ごもる,スゴモワ,スゴモワ
えつにいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,えつにいる,エツニイワ,エツニイワ
はらだわ	動詞,自立,*,*,五段・タ行,未然形,はらだつ,ハラドワ,ハラドワ
たわ	動詞,非自立,*,*,五段・ラ行ウ音便,未然形,たる,トワ,トワ
おれあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,おれあう,オレオワ,オレオワ
つき刺さわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つき刺さる,ツキサシヨワ,ツキサシヨワ
たかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たかる,タコワ,タコワ
縁わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,縁る,ヨワ,ヨワ
取りすがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,取りすがる,トリスゴワ,トリスゴワ
型どわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,型どる,カタドワ,カタドワ
浮き上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,浮き上がる,ウキアゴワ,ウキアゴワ
持ち回わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,持ち回る,モチマヲワ,モチマヲワ
差し掛かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,差し掛かる,サシカコワ,サシカコワ
晴れ上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,晴れ上がる,ハレアゴワ,ハレアゴワ
ほそわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ほそる,ホソワ,ホソワ
とまどわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,とまどう,トマドワ,トマドワ
ゆわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ゆる,ユワ,ユワ
戸惑わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,戸惑う,トマドワ,トマドワ
銘打わ	動詞,自立,*,*,五段・タ行,未然形,銘打つ,メイウワ,メイウワ
つぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つぶる,ツブワ,ツブワ
賜わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,賜わる,タマヲワ,タマヲワ
きどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,きどる,キドワ,キドワ
知わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,知る,シワ,シワ
振舞わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,振舞う,フルモワ,フルモワ
うりまくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,うりまくる,ウリマクワ,ウリマクワ
借わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,借る,コワ,コワ
あぶらぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あぶらぎる,アブラギワ,アブラギワ
かくばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かくばる,カクボワ,カクボワ
ぶら下がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぶら下がる,ブラサゴワ,ブラサゴワ
伸び上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,伸び上がる,ノビアゴワ,ノビアゴワ
託わ	動詞,自立,*,*,五段・タ行,未然形,託つ,カコワ,カコワ
吊り上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,吊り上がる,ツリアゴワ,ツリアゴワ
出廻わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,出廻る,デマヲワ,デマヲワ
ことづかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ことづかる,コトヅコワ,コトズコワ
見破わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,見破る,ミヤブワ,ミヤブワ
反わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,反る,ソワ,ソワ
才走わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,才走る,サイバシワ,サイバシワ
形作わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,形作る,カタチヅクワ,カタチズクワ
引っ被わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,引っ被る,ヒウカブワ,ヒウカブワ
追いまくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,追いまくる,オイマクワ,オイマクワ
たもわ	動詞,自立,*,*,五段・タ行,未然形,たもつ,タモワ,タモワ
嵩張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,嵩張る,カサボワ,カサボワ
持ち寄わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,持ち寄る,モチヨワ,モチヨワ
振絞わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,振絞る,フリシボワ,フリシボワ
しりあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,しりあう,シリオワ,シリオワ
追いはらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,追いはらう,オイハロワ,オイハロワ
かすわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かする,カスワ,カスワ
載っかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,載っかる,ノウコワ,ノウコワ
さきのこわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,さきのこる,サキノコワ,サキノコワ
にらみ合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,にらみ合う,ニラミオワ,ニラミオワ
論わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,論る,アゲツロワ,アゲツロワ
あたわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あたう,アトワ,アトワ
ひきあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ひきあう,ヒキオワ,ヒキオワ
踏み止まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,踏み止まる,フミトドモワ,フミトドモワ
囲わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,囲う,カコワ,カコワ
賣わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,賣る,ウワ,ウワ
いいつかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いいつかる,イイツコワ,イーツコワ
焼払わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,焼払う,ヤキハロワ,ヤキハロワ
あわ立わ	動詞,自立,*,*,五段・タ行,未然形,あわ立つ,アワドワ,アワドワ
句切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,句切る,クギワ,クギワ
いなおわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いなおる,イナオワ,イナオワ
分捕わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,分捕る,ブンドワ,ブンドワ
判わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,判る,ワコワ,ワコワ
暖まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,暖まる,アタタモワ,アタタモワ
かいあさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かいあさる,カイアシヨワ,カイアシヨワ
すが立わ	動詞,自立,*,*,五段・タ行,未然形,すが立つ,スガトワ,スガトワ
いきせききわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いきせききる,イキセキキワ,イキセキキワ
思ひ寄わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,思ひ寄る,オモイヨワ,オモイヨワ
まじわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,まじる,マジワ,マジワ
座わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,座る,スヲワ,スヲワ
押し遣わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,押し遣る,オシヤワ,オシヤワ
濁わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,濁る,ニゴワ,ニゴワ
込み合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,込み合う,コミオワ,コミオワ
擦り切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,擦り切る,スリキワ,スリキワ
まいくるわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,まいくるう,マイクルワ,マイクルワ
ずり上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ずり上がる,ズリアゴワ,ズリアゴワ
まいあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,まいあがる,マイアゴワ,マイアゴワ
継わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,継る,ツナゴワ,ツナゴワ
連れあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,連れあう,ツレオワ,ツレオワ
ぶんどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぶんどる,ブンドワ,ブンドワ
おどしとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おどしとる,オドシトワ,オドシトワ
抜放わ	動詞,自立,*,*,五段・タ行,未然形,抜放つ,ヌキハノワ,ヌキハノワ
損なわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,損なう,ソコノワ,ソコノワ
身ごもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,身ごもる,ミゴモワ,ミゴモワ
飛び違わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,飛び違う,トビチゴワ,トビチゴワ
やにさがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,やにさがる,ヤニサゴワ,ヤニサゴワ
うたわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,うたう,ウトワ,ウトワ
見知わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,見知る,ミシワ,ミシワ
語らわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,語らう,カタロワ,カタロワ
武張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,武張る,ブボワ,ブボワ
あがなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あがなう,アガノワ,アガノワ
かけ合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かけ合う,カケオワ,カケオワ
塗わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,塗る,ヌワ,ヌワ
引き取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,引き取る,ヒキトワ,ヒキトワ
開きなおわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,開きなおる,ヒラキナオワ,ヒラキナオワ
映ろわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,映ろう,ウツロワ,ウツロワ
たちどまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たちどまる,タチドモワ,タチドモワ
いびわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いびる,イビワ,イビワ
生わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,生る,ノワ,ノワ
ぬぐい去わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぬぐい去る,ヌグイシヨワ,ヌグイシヨワ
見つかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,見つかる,ミツコワ,ミツコワ
浮き足立わ	動詞,自立,*,*,五段・タ行,未然形,浮き足立つ,ウキアシドワ,ウキアシドワ
廃わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,廃る,ストワ,ストワ
交わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,交わる,マジヲワ,マジヲワ
やわ	動詞,非自立,*,*,五段・ラ行ウ音便,未然形,やる,ヤワ,ヤワ
つまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つまる,ツモワ,ツモワ
うちきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,うちきる,ウチキワ,ウチキワ
青みがかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,青みがかる,アオミガコワ,アオミガコワ
蹶わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,蹶る,ケワ,ケワ
見紛わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,見紛う,ミマゴワ,ミマゴワ
知合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,知合う,シリオワ,シリオワ
こびへつらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,こびへつらう,コビヘツロワ,コビヘツロワ
よじわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,よじる,ヨジワ,ヨジワ
いたわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いたわる,イタヲワ,イタヲワ
引合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,引合う,ヒキオワ,ヒキオワ
行わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,行う,オコノワ,オコノワ
見やわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,見やる,ミヤワ,ミヤワ
うきあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,うきあがる,ウキアゴワ,ウキアゴワ
補わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,補う,オギノワ,オギノワ
備わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,備わる,ソナヲワ,ソナヲワ
晴れ渡わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,晴れ渡る,ハレワトワ,ハレワトワ
値切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,値切る,ネギワ,ネギワ
浮かび上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,浮かび上がる,ウカビアゴワ,ウカビアゴワ
吹まくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,吹まくる,フキマクワ,フキマクワ
罹わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,罹る,カコワ,カコワ
罷わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,罷る,マコワ,マコワ
ずらかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ずらかる,ズラコワ,ズラコワ
はしりさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はしりさる,ハシリシヨワ,ハシリシヨワ
うわまわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,うわまわる,ウワマヲワ,ウワマヲワ
巣くわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,巣くう,スクワ,スクワ
引きずわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,引きずる,ヒキズワ,ヒキズワ
押切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,押切る,オシキワ,オシキワ
昂わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,昂る,タカブワ,タカブワ
ぬわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ぬう,ヌワ,ヌワ
籠わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,籠る,コモワ,コモワ
くれのこわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くれのこる,クレノコワ,クレノコワ
ぬぐい取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぬぐい取る,ヌグイトワ,ヌグイトワ
げすばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,げすばる,ゲスボワ,ゲスボワ
開け放わ	動詞,自立,*,*,五段・タ行,未然形,開け放つ,アケハノワ,アケハノワ
突破わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,突破る,ツキヤブワ,ツキヤブワ
うつろわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,うつろう,ウツロワ,ウツロワ
旧わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,旧る,フワ,フワ
競い立わ	動詞,自立,*,*,五段・タ行,未然形,競い立つ,キオイトワ,キオイトワ
遷り変わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,遷り変る,ウツリカヲワ,ウツリカヲワ
ささわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ささる,サシヨワ,サシヨワ
攻め上わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,攻め上る,セメノボワ,セメノボワ
ねじ合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ねじ合う,ネジオワ,ネジオワ
思い切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,思い切る,オモイキワ,オモイキワ
できあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,できあう,デキオワ,デキオワ
迷わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,迷う,マヨワ,マヨワ
高鳴わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,高鳴る,タカノワ,タカノワ
立まじわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立まじる,タチマジワ,タチマジワ
渫わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,渫う,サロワ,サロワ
暮れ残わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,暮れ残る,クレノコワ,クレノコワ
踏みやぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,踏みやぶる,フミヤブワ,フミヤブワ
殺気だわ	動詞,自立,*,*,五段・タ行,未然形,殺気だつ,シヨウキドワ,シヨウキドワ
はせ向わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,はせ向う,ハセムコワ,ハセムコワ
ねじわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ねじる,ネジワ,ネジワ
相うわ	動詞,自立,*,*,五段・タ行,未然形,相うつ,アイウワ,アイウワ
連れ去わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,連れ去る,ツレシヨワ,ツレシヨワ
つとまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つとまる,ツトモワ,ツトモワ
舐わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,舐る,ネブワ,ネブワ
激わ	動詞,自立,*,*,五段・タ行,未然形,激つ,タギワ,タギワ
さわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,さる,シヨワ,シヨワ
なきしきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,なきしきる,ナキシキワ,ナキシキワ
苅わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,苅る,コワ,コワ
曲がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,曲がる,マゴワ,マゴワ
入りかわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,入りかわる,イリカヲワ,イリカヲワ
うちかさなわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,うちかさなる,ウチカサノワ,ウチカサノワ
ひっこもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひっこもる,ヒウコモワ,ヒウコモワ
摂わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,摂る,トワ,トワ
とりすがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,とりすがる,トリスゴワ,トリスゴワ
つりあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,つりあう,ツリオワ,ツリオワ
持あがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,持あがる,モチアゴワ,モチアゴワ
切あがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,切あがる,キレアゴワ,キレアゴワ
積重なわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,積重なる,ツミカサノワ,ツミカサノワ
燃え立わ	動詞,自立,*,*,五段・タ行,未然形,燃え立つ,モエトワ,モエトワ
引きしぼわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,引きしぼる,ヒキシボワ,ヒキシボワ
ハネ上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ハネ上がる,ハネアゴワ,ハネアゴワ
もちさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,もちさる,モチシヨワ,モチシヨワ
込み入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,込み入る,コミイワ,コミイワ
痛み入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,痛み入る,イタミイワ,イタミイワ
やすらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,やすらう,ヤスロワ,ヤスロワ
言い募わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,言い募る,イイツノワ,イーツノワ
煮え立わ	動詞,自立,*,*,五段・タ行,未然形,煮え立つ,ニエトワ,ニエトワ
言張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,言張る,イイホワ,イーホワ
でさかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,でさかる,デサコワ,デサコワ
こきつかわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,こきつかう,コキツコワ,コキツコワ
寝っ転がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,寝っ転がる,ネウコロゴワ,ネウコロゴワ
わだかまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,わだかまる,ワダカモワ,ワダカモワ
剰わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,剰る,アモワ,アモワ
起わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,起る,オコワ,オコワ
脈打わ	動詞,自立,*,*,五段・タ行,未然形,脈打つ,ミャクウワ,ミャクウワ
思い煩わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,思い煩う,オモイワズロワ,オモイワズロワ
当わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,当る,アトワ,アトワ
這いまつわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,這いまつわる,ハイマツヲワ,ハイマツヲワ
つぐなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,つぐなう,ツグノワ,ツグノワ
歩み寄わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,歩み寄る,アユミヨワ,アユミヨワ
はじらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,はじらう,ハジロワ,ハジロワ
からまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,からまる,カラモワ,カラモワ
擂わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,擂る,スワ,スワ
薙ぎ払わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,薙ぎ払う,ナギハロワ,ナギハロワ
かくしもわ	動詞,自立,*,*,五段・タ行,未然形,かくしもつ,カクシモワ,カクシモワ
めもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,めもる,メモワ,メモワ
もぐわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,もぐる,モグワ,モグワ
小切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,小切る,コギワ,コギワ
ことたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ことたる,コトトワ,コトトワ
ひっかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひっかかる,ヒウカコワ,ヒウカコワ
おりたわ	動詞,自立,*,*,五段・タ行,未然形,おりたつ,オリトワ,オリトワ
書きとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,書きとる,カキトワ,カキトワ
振払わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,振払う,フリハロワ,フリハロワ
もちまわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,もちまわる,モチマヲワ,モチマヲワ
